Occupation Name,Task Description,Importance
Rail-Track Laying and Maintenance Equipment Operators,"Drive graders, tamping machines, brooms, or ballast spreading machines to redistribute gravel or ballast between rails.
Related occupations",70
Rail-Track Laying and Maintenance Equipment Operators,"Drive vehicles that automatically move and lay tracks or rails over sections of track to be constructed, repaired, or maintained.
Related occupations",69
Rail-Track Laying and Maintenance Equipment Operators,"Turn wheels of machines, using lever controls, to adjust guidelines for track alignments or grades, following specifications.
Related occupations",63
Rail-Track Laying and Maintenance Equipment Operators,"Push controls to close grasping devices on track or rail sections so that they can be raised or moved.
Related occupations",63
Rail-Track Laying and Maintenance Equipment Operators,"Operate tie-adzing machines to cut ties and permit insertion of fishplates that hold rails.
Related occupations",61
Rail-Track Laying and Maintenance Equipment Operators,"Paint railroad signs, such as speed limits or gate-crossing warnings.
Related occupations",61
Rail-Track Laying and Maintenance Equipment Operators,"Spray ties, fishplates, or joints with oil to protect them from weathering.
Related occupations",55
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Observe train signals along routes and verify their meanings for engineers.
Related occupations",99
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Signal locomotive engineers to start or stop trains when coupling or uncoupling cars, using hand signals, lanterns, or radio communication.
Related occupations",95
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Pull or push track switches to reroute cars.
Related occupations",92
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Observe signals from other crew members so that work activities can be coordinated.
Related occupations",91
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Monitor trains as they go around curves to detect dragging equipment and smoking journal boxes.
Related occupations",90
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Inspect couplings, air hoses, journal boxes, and handbrakes to ensure that they are securely fastened and functioning properly.
Related occupations",88
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Observe tracks from left sides of locomotives to detect obstructions on tracks.
Related occupations",88
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Operate locomotives in emergency situations.
Related occupations",87
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Raise levers to couple and uncouple cars for makeup and breakup of trains.
Related occupations",87
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Climb ladders to tops of cars to set brakes.
Related occupations",85
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Receive oral or written instructions from yardmasters or yard conductors indicating track assignments and cars to be switched.
Related occupations",85
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Inspect locomotives to detect damaged or worn parts.
Related occupations",84
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Signal other workers to set brakes and to throw track switches when switching cars from trains to way stations.
Related occupations",82
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Check to see that trains are equipped with supplies such as fuel, water, and sand.
Related occupations",80
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Monitor oil, temperature, and pressure gauges on dashboards to determine if engines are operating safely and efficiently.
Related occupations",78
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Set flares, flags, lanterns, or torpedoes in front and at rear of trains during emergency stops to warn oncoming trains.
Related occupations",77
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Inspect tracks, cars, and engines for defects and to determine service needs, sending engines and cars for repairs as necessary.
Related occupations",75
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Start diesel engines to warm engines before runs.
Related occupations",64
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Make minor repairs to couplings, air hoses, and journal boxes, using hand tools.
Related occupations",60
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Connect air hoses to cars, using wrenches.
Related occupations",55
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Operate and drive locomotives, diesel switch engines, dinkey engines, flatcars, and railcars in train yards and at industrial sites.
Related occupations",92
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Refuel and lubricate engines.
Related occupations",79
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Ride atop cars that have been shunted, and turn handwheels to control speeds or stop cars at specified positions.
Related occupations",72
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Record numbers of cars available, numbers of cars sent to repair stations, and types of service needed.
Related occupations",67
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Provide passengers with assistance entering and exiting trains.
Related occupations",67
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Conduct brake tests to determine the condition of brakes on trains.
Related occupations",Not available
Railroad Conductors and Yardmasters,"Signal engineers to begin train runs, stop trains, or change speed, using telecommunications equipment or hand signals.
Related occupations",93
Railroad Conductors and Yardmasters,"Confer with engineers regarding train routes, timetables, and cargoes, and to discuss alternative routes when there are rail defects or obstructions.
Related occupations",85
Railroad Conductors and Yardmasters,"Receive information regarding train or rail problems from dispatchers or from electronic monitoring devices.
Related occupations",83
Railroad Conductors and Yardmasters,"Receive instructions from dispatchers regarding trains' routes, timetables, and cargoes.
Related occupations",82
Railroad Conductors and Yardmasters,"Direct and instruct workers engaged in yard activities, such as switching tracks, coupling and uncoupling cars, and routing inbound and outbound traffic.
Related occupations",82
Railroad Conductors and Yardmasters,"Operate controls to activate track switches and traffic signals.
Related occupations",82
Railroad Conductors and Yardmasters,"Keep records of the contents and destination of each train car, and make sure that cars are added or removed at proper points on routes.
Related occupations",82
Railroad Conductors and Yardmasters,"Arrange for the removal of defective cars from trains at stations or stops.
Related occupations",79
Railroad Conductors and Yardmasters,"Direct engineers to move cars to fit planned train configurations, combining or separating cars to make up or break up trains.
Related occupations",78
Railroad Conductors and Yardmasters,"Inspect each car periodically during runs.
Related occupations",75
Railroad Conductors and Yardmasters,"Review schedules, switching orders, way bills, and shipping records to obtain cargo loading and unloading information and to plan work.
Related occupations",73
Railroad Conductors and Yardmasters,"Confirm routes and destination information for freight cars.
Related occupations",71
Railroad Conductors and Yardmasters,"Verify accuracy of timekeeping instruments with engineers to ensure trains depart on time.
Related occupations",68
Railroad Conductors and Yardmasters,"Document and prepare reports of accidents, unscheduled stops, or delays.
Related occupations",67
Railroad Conductors and Yardmasters,"Instruct workers to set warning signals in front and at rear of trains during emergency stops.
Related occupations",84
Railroad Conductors and Yardmasters,"Observe yard traffic to determine tracks available to accommodate inbound and outbound traffic.
Related occupations",81
Railroad Conductors and Yardmasters,"Supervise workers in the inspection and maintenance of mechanical equipment to ensure efficient and safe train operation.
Related occupations",75
Railroad Conductors and Yardmasters,"Supervise and coordinate crew activities to transport freight and passengers and to provide boarding, porter, maid, and meal services to passengers.
Related occupations",71
Railroad Conductors and Yardmasters,"Record departure and arrival times, messages, tickets and revenue collected, and passenger accommodations and destinations.
Related occupations",66
Railroad Conductors and Yardmasters,"Inspect freight cars for compliance with sealing procedures, and record car numbers and seal numbers.
Related occupations",62
Range Managers,"Regulate grazing, such as by issuing permits and checking for compliance with standards, and help ranchers plan and organize grazing systems to manage, improve, protect, and maximize the use of rangelands.
Related occupations",81
Range Managers,"Manage forage resources through fire, herbicide use, or revegetation to maintain a sustainable yield from the land.
Related occupations",77
Range Managers,"Coordinate with federal land managers and other agencies and organizations to manage and protect rangelands.
Related occupations",75
Range Managers,"Measure and assess vegetation resources for biological assessment companies, environmental impact statements, and rangeland monitoring programs.
Related occupations",72
Range Managers,"Maintain soil stability and vegetation for non-grazing uses, such as wildlife habitats and outdoor recreation.
Related occupations",72
Range Managers,"Study grazing patterns to determine number and kind of livestock that can be most profitably grazed and to determine the best grazing seasons.
Related occupations",70
Range Managers,"Offer advice to rangeland users on water management, forage production methods, and control of brush.
Related occupations",69
Range Managers,"Plan and direct construction and maintenance of range improvements, such as fencing, corrals, stock-watering reservoirs, and soil-erosion control structures.
Related occupations",68
Range Managers,"Mediate agreements among rangeland users and preservationists as to appropriate land use and management.
Related occupations",68
Range Managers,"Study rangeland management practices and research range problems to provide sustained production of forage, livestock, and wildlife.
Related occupations",67
Range Managers,"Tailor conservation plans to landowners' goals, such as livestock support, wildlife, or recreation.
Related occupations",66
Range Managers,"Develop technical standards and specifications used to manage, protect, and improve the natural resources of range lands and related grazing lands.
Related occupations",65
Range Managers,"Plan and implement revegetation of disturbed sites.
Related occupations",60
Range Managers,"Study forage plants and their growth requirements to determine varieties best suited to particular range.
Related occupations",53
Range Managers,"Develop methods for protecting range from fire and rodent damage and for controlling poisonous plants.
Related occupations",59
Range Managers,"Develop new and improved instruments and techniques for activities, such as range reseeding.
Related occupations",47
Real Estate Brokers,"Sell, for a fee, real estate owned by others.
Related occupations",90
Real Estate Brokers,"Obtain agreements from property owners to place properties for sale with real estate firms.
Related occupations",87
Real Estate Brokers,"Act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.
Related occupations",85
Real Estate Brokers,"Generate lists of properties for sale, their locations, descriptions, and available financing options, using computers.
Related occupations",79
Real Estate Brokers,"Manage or operate real estate offices, handling associated business details.
Related occupations",79
Real Estate Brokers,"Compare a property with similar properties that have recently sold to determine its competitive market price.
Related occupations",79
Real Estate Brokers,"Maintain knowledge of real estate law, local economies, fair housing laws, types of available mortgages, financing options, and government programs.
Related occupations",77
Real Estate Brokers,"Monitor fulfillment of purchase contract terms to ensure that they are handled in a timely manner.
Related occupations",77
Real Estate Brokers,"Check work completed by loan officers, attorneys, or other professionals to ensure that it is performed properly.
Related occupations",72
Real Estate Brokers,"Rent properties or manage rental properties.
Related occupations",71
Real Estate Brokers,"Maintain awareness of current income tax regulations, local zoning, building and tax laws, and growth possibilities of a property's area.
Related occupations",67
Real Estate Brokers,"Arrange for title searches of properties being sold.
Related occupations",64
Real Estate Brokers,"Appraise property values, assessing income potential when relevant.
Related occupations",57
Real Estate Brokers,"Supervise agents who handle real estate transactions.
Related occupations",81
Real Estate Brokers,"Arrange for financing of property purchases.
Related occupations",67
Real Estate Brokers,"Give buyers virtual tours of properties in which they are interested, using computers.
Related occupations",59
Real Estate Brokers,"Review property details to ensure that environmental regulations are met.
Related occupations",56
Real Estate Sales Agents,"Prepare documents such as representation contracts, purchase agreements, closing statements, deeds, and leases.
Related occupations",97
Real Estate Sales Agents,"Present purchase offers to sellers for consideration.
Related occupations",97
Real Estate Sales Agents,"Act as an intermediary in negotiations between buyers and sellers, generally representing one or the other.
Related occupations",95
Real Estate Sales Agents,"Generate lists of properties that are compatible with buyers' needs and financial resources.
Related occupations",93
Real Estate Sales Agents,"Confer with escrow companies, lenders, home inspectors, and pest control operators to ensure that terms and conditions of purchase agreements are met before closing dates.
Related occupations",93
Real Estate Sales Agents,"Promote sales of properties through advertisements, open houses, and participation in multiple listing services.
Related occupations",90
Real Estate Sales Agents,"Compare a property with similar properties that have recently sold to determine its competitive market price.
Related occupations",89
Real Estate Sales Agents,"Coordinate property closings, overseeing signing of documents and disbursement of funds.
Related occupations",89
Real Estate Sales Agents,"Interview clients to determine what kinds of properties they are seeking.
Related occupations",86
Real Estate Sales Agents,"Contact previous clients for prospecting of referral business.
Related occupations",85
Real Estate Sales Agents,"Review property listings, trade journals, and relevant literature, and attend conventions, seminars, and staff and association meetings, to remain knowledgeable about real estate markets.
Related occupations",83
Real Estate Sales Agents,"Answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.
Related occupations",83
Real Estate Sales Agents,"Coordinate appointments to show homes to prospective buyers.
Related occupations",83
Real Estate Sales Agents,"Contact property owners and advertise services to solicit property sales listings.
Related occupations",81
Real Estate Sales Agents,"Advise sellers on how to make homes more appealing to potential buyers.
Related occupations",81
Real Estate Sales Agents,"Advise clients on market conditions, prices, mortgages, legal requirements, and related matters.
Related occupations",81
Real Estate Sales Agents,"Display commercial, industrial, agricultural, and residential properties to clients and explain their features.
Related occupations",78
Real Estate Sales Agents,"Accompany buyers during visits to and inspections of property, advising them on the suitability and value of the homes they are visiting.
Related occupations",75
Real Estate Sales Agents,"Arrange for title searches to determine whether clients have clear property titles.
Related occupations",71
Real Estate Sales Agents,"Develop networks of attorneys, mortgage lenders, and contractors to whom clients may be referred.
Related occupations",69
Real Estate Sales Agents,"Review plans for new construction with clients, enumerating and recommending available options and features.
Related occupations",63
Real Estate Sales Agents,"Inspect condition of premises, and arrange for necessary maintenance or notify owners of maintenance needs.
Related occupations",56
Real Estate Sales Agents,"Visit properties to assess them before showing them to clients.
Related occupations",54
Real Estate Sales Agents,"Investigate clients' financial and credit status to determine eligibility for financing.
Related occupations",66
Real Estate Sales Agents,"Evaluate mortgage options to help clients obtain financing at the best prevailing rates and terms.
Related occupations",63
Real Estate Sales Agents,"Appraise properties to determine loan values.
Related occupations",54
Real Estate Sales Agents,"Contact utility companies for service hookups to clients' property.
Related occupations",52
Real Estate Sales Agents,"Solicit and compile listings of available rental properties.
Related occupations",50
Real Estate Sales Agents,"Conduct seminars and training sessions for sales agents to improve sales techniques.
Related occupations",46
Real Estate Sales Agents,"Arrange meetings between buyers and sellers when details of transactions need to be negotiated.
Related occupations",45
Real Estate Sales Agents,"Rent or lease properties on behalf of clients.
Related occupations",43
Real Estate Sales Agents,"Secure construction or purchase financing with own firm or mortgage company.
Related occupations",39
Real Estate Sales Agents,"Locate and appraise undeveloped areas for building sites, based on evaluations of area market conditions.
Related occupations",33
Receptionists and Information Clerks,"Operate telephone switchboard to answer, screen, or forward calls, providing information, taking messages, or scheduling appointments.
Related occupations",94
Receptionists and Information Clerks,"Greet persons entering establishment, determine nature and purpose of visit, and direct or escort them to specific destinations.
Related occupations",92
Receptionists and Information Clerks,"Receive payment and record receipts for services.
Related occupations",91
Receptionists and Information Clerks,"Schedule appointments and maintain and update appointment calendars.
Related occupations",85
Receptionists and Information Clerks,"Transmit information or documents to customers, using computer, mail, or facsimile machine.
Related occupations",78
Receptionists and Information Clerks,"Hear and resolve complaints from customers or the public.
Related occupations",78
Receptionists and Information Clerks,"File and maintain records.
Related occupations",77
Receptionists and Information Clerks,"Provide information about establishment, such as location of departments or offices, employees within the organization, or services provided.
Related occupations",76
Receptionists and Information Clerks,"Perform administrative support tasks, such as proofreading, transcribing handwritten information, or operating calculators or computers to work with pay records, invoices, balance sheets, or other documents.
Related occupations",74
Receptionists and Information Clerks,"Collect, sort, distribute, or prepare mail, messages, or courier deliveries.
Related occupations",73
Receptionists and Information Clerks,"Perform duties, such as taking care of plants or straightening magazines to maintain lobby or reception area.
Related occupations",60
Receptionists and Information Clerks,"Analyze data to determine answers to questions from customers or members of the public.
Related occupations",81
Receptionists and Information Clerks,"Calculate and quote rates for tours, stocks, insurance policies, or other products or services.
Related occupations",80
Receptionists and Information Clerks,"Keep a current record of staff members' whereabouts and availability.
Related occupations",73
Receptionists and Information Clerks,"Schedule space or equipment for special programs and prepare lists of participants.
Related occupations",64
Receptionists and Information Clerks,"Process and prepare memos, correspondence, travel vouchers, or other documents.
Related occupations",61
Receptionists and Information Clerks,"Enroll individuals to participate in programs and notify them of their acceptance.
Related occupations",56
Receptionists and Information Clerks,"Take orders for merchandise or materials and send them to the proper departments to be filled.
Related occupations",55
"Recreation and Fitness Studies Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.
Related occupations",91
"Recreation and Fitness Studies Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.
Related occupations",90
"Recreation and Fitness Studies Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.
Related occupations",89
"Recreation and Fitness Studies Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.
Related occupations",89
"Recreation and Fitness Studies Teachers, Postsecondary","Prepare and deliver lectures to undergraduate or graduate students on topics such as anatomy, therapeutic recreation, and conditioning theory.
Related occupations",88
"Recreation and Fitness Studies Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.
Related occupations",86
"Recreation and Fitness Studies Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.
Related occupations",85
"Recreation and Fitness Studies Teachers, Postsecondary","Compile, administer, and grade examinations, or assign this work to others.
Related occupations",80
"Recreation and Fitness Studies Teachers, Postsecondary","Advise students on academic and vocational curricula and on career issues.
Related occupations",79
"Recreation and Fitness Studies Teachers, Postsecondary","Supervise undergraduate or graduate teaching, internship, and research work.
Related occupations",79
"Recreation and Fitness Studies Teachers, Postsecondary","Maintain regularly scheduled office hours to advise and assist students.
Related occupations",76
"Recreation and Fitness Studies Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.
Related occupations",74
"Recreation and Fitness Studies Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Related occupations",71
"Recreation and Fitness Studies Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.
Related occupations",71
"Recreation and Fitness Studies Teachers, Postsecondary","Collaborate with colleagues to address teaching and research issues.
Related occupations",68
"Recreation and Fitness Studies Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks.
Related occupations",62
"Recreation and Fitness Studies Teachers, Postsecondary","Write grant proposals to procure external research funding.
Related occupations",59
"Recreation and Fitness Studies Teachers, Postsecondary","Compile bibliographies of specialized materials for outside reading assignments.
Related occupations",54
"Recreation and Fitness Studies Teachers, Postsecondary","Participate in campus and community events.
Related occupations",51
"Recreation and Fitness Studies Teachers, Postsecondary","Perform administrative duties, such as serving as department heads.
Related occupations",75
"Recreation and Fitness Studies Teachers, Postsecondary","Prepare students to act as sports coaches.
Related occupations",45
"Recreation and Fitness Studies Teachers, Postsecondary","Act as advisers to student organizations.
Related occupations",43
"Recreation and Fitness Studies Teachers, Postsecondary","Provide professional consulting services to government or industry.
Related occupations",39
Recreation Workers,"Enforce rules and regulations of recreational facilities to maintain discipline and ensure safety.
Related occupations",84
Recreation Workers,"Organize, lead, and promote interest in recreational activities, such as arts, crafts, sports, games, camping, and hobbies.
Related occupations",82
Recreation Workers,"Assess the needs and interests of individuals and groups and plan activities accordingly, given the available equipment or facilities.
Related occupations",82
Recreation Workers,"Manage the daily operations of recreational facilities.
Related occupations",81
Recreation Workers,"Administer first aid according to prescribed procedures and notify emergency medical personnel when necessary.
Related occupations",81
Recreation Workers,"Complete and maintain time and attendance forms and inventory lists.
Related occupations",77
Recreation Workers,"Explain principles, techniques, and safety procedures to participants in recreational activities and demonstrate use of materials and equipment.
Related occupations",77
Recreation Workers,"Direct special activities or events, such as aquatics, gymnastics, or performing arts.
Related occupations",75
Recreation Workers,"Supervise and coordinate the work activities of personnel, such as training staff members and assigning work duties.
Related occupations",75
Recreation Workers,"Evaluate recreation areas, facilities, and services to determine if they are producing desired results.
Related occupations",75
Recreation Workers,"Document individuals' progress toward meeting their treatment goals.
Related occupations",74
Recreation Workers,"Greet new arrivals to activities, introducing them to other participants, explaining facility rules, and encouraging participation.
Related occupations",74
Recreation Workers,"Confer with management to discuss and resolve participant complaints.
Related occupations",72
Recreation Workers,"Meet with staff to discuss rules, regulations, and work-related problems.
Related occupations",69
Recreation Workers,"Oversee the purchase, planning, design, construction, and upkeep of recreation facilities and areas.
Related occupations",68
Recreation Workers,"Encourage participants to develop their own activities and leadership skills through group discussions.
Related occupations",67
Recreation Workers,"Meet and collaborate with agency personnel, community organizations, and other professional personnel to plan balanced recreational programs for participants.
Related occupations",65
Recreation Workers,"Provide for entertainment and set up related decorations and equipment.
Related occupations",62
Recreation Workers,"Serve as liaison between park or recreation administrators and activity instructors.
Related occupations",76
Recreation Workers,"Schedule maintenance and use of facilities.
Related occupations",75
Recreation Workers,"Conduct individual in-room visits with residents.
Related occupations",74
Recreation Workers,"Develop treatment goals for individuals based on their assessments.
Related occupations",70
Recreation Workers,"Evaluate staff performance, recording evaluations on appropriate forms.
Related occupations",70
Recreation Workers,"Take residents on community outings.
Related occupations",66
Recreational Therapists,"Instruct patient in activities and techniques, such as sports, dance, music, art, or relaxation techniques, designed to meet their specific physical or psychological needs.
Related occupations",91
Recreational Therapists,"Conduct therapy sessions to improve patients' mental and physical well-being.
Related occupations",90
Recreational Therapists,"Plan, organize, direct, and participate in treatment programs and activities to facilitate patients' rehabilitation, help them integrate into the community, and prevent further medical problems.
Related occupations",90
Recreational Therapists,"Observe, analyze, and record patients' participation, reactions, and progress during treatment sessions, modifying treatment programs as needed.
Related occupations",89
Recreational Therapists,"Develop treatment plan to meet needs of patient, based on needs assessment, patient interests, and objectives of therapy.
Related occupations",88
Recreational Therapists,"Obtain information from medical records, medical staff, family members and the patients, themselves, to assess patients' capabilities, needs and interests.
Related occupations",87
Recreational Therapists,"Confer with members of treatment team to plan and evaluate therapy programs.
Related occupations",87
Recreational Therapists,"Counsel and encourage patients to develop leisure activities.
Related occupations",86
Recreational Therapists,"Encourage clients with special needs and circumstances to acquire new skills and get involved in health-promoting leisure activities, such as sports, games, arts and crafts, and gardening.
Related occupations",85
Recreational Therapists,"Prepare and submit reports and charts to treatment team to reflect patients' reactions and evidence of progress or regression.
Related occupations",81
Recreational Therapists,"Develop discharge plans for patients.
Related occupations",74
Recreational Vehicle Service Technicians,"Explain proper operation of vehicle systems to customers.
Related occupations",85
Recreational Vehicle Service Technicians,"Locate and repair frayed wiring, broken connections, or incorrect wiring, using ohmmeters, soldering irons, tape, or hand tools.
Related occupations",81
Recreational Vehicle Service Technicians,"Repair plumbing or propane gas lines, using caulking compounds and plastic or copper pipe.
Related occupations",80
Recreational Vehicle Service Technicians,"Confer with customers, read work orders, or examine vehicles needing repair to determine the nature and extent of damage.
Related occupations",80
Recreational Vehicle Service Technicians,"Examine or test operation of parts or systems to ensure completeness of repairs.
Related occupations",79
Recreational Vehicle Service Technicians,"Connect electrical systems to outside power sources, and activate switches to test the operation of appliances or light fixtures.
Related occupations",78
Recreational Vehicle Service Technicians,"Connect water hoses to inlet pipes of plumbing systems, and test operation of toilets or sinks.
Related occupations",78
Recreational Vehicle Service Technicians,"Inspect recreational vehicles to diagnose problems and perform necessary adjustment, repair, or overhaul.
Related occupations",77
Recreational Vehicle Service Technicians,"Inspect, repair, or replace brake systems.
Related occupations",76
Recreational Vehicle Service Technicians,"Diagnose and repair furnace or air conditioning systems.
Related occupations",76
Recreational Vehicle Service Technicians,"Repair leaks with caulking compound or replace pipes, using pipe wrenches.
Related occupations",73
Recreational Vehicle Service Technicians,"List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, or diagrams.
Related occupations",69
Recreational Vehicle Service Technicians,"Remove damaged exterior panels, and repair and replace structural frame members.
Related occupations",65
Recreational Vehicle Service Technicians,"Open and close doors, windows, or drawers to test their operation, trimming edges to fit, as necessary.
Related occupations",62
Recreational Vehicle Service Technicians,"Reset hardware, using chisels, mallets, and screwdrivers.
Related occupations",62
Recreational Vehicle Service Technicians,"Refinish wood surfaces on cabinets, doors, moldings, or floors, using power sanders, putty, spray equipment, brushes, paints, or varnishes.
Related occupations",59
Recreational Vehicle Service Technicians,"Seal open sides of modular units to prepare them for shipment, using polyethylene sheets, nails, and hammers.
Related occupations",57
Recycling and Reclamation Workers,"Sort materials, such as metals, glass, wood, paper or plastics, into appropriate containers for recycling.
Related occupations",82
Recycling and Reclamation Workers,"Clean recycling yard by sweeping, raking, picking up broken glass and loose paper debris, or moving barrels and bins.
Related occupations",78
Recycling and Reclamation Workers,"Operate forklifts, pallet jacks, power lifts, or front-end loaders to load bales, bundles, or other heavy items onto trucks for shipping to smelters or other recycled materials processing facilities.
Related occupations",75
Recycling and Reclamation Workers,"Sort metals to separate high-grade metals, such as copper, brass, and aluminum, for recycling.
Related occupations",74
Recycling and Reclamation Workers,"Clean, inspect, or lubricate recyclable collection equipment or perform routine maintenance or minor repairs on recycling equipment, such as star gears, finger sorters, destoners, belts, and grinders.
Related occupations",70
Recycling and Reclamation Workers,"Collect and sort recyclable construction materials, such as concrete, drywall, plastics, or wood, into containers.
Related occupations",83
Recycling and Reclamation Workers,"Extract chemicals from discarded appliances, such as air conditioners or refrigerators, using specialized machinery, such as refrigerant recovery equipment.
Related occupations",81
Recycling and Reclamation Workers,"Deposit recoverable materials into chutes or place materials on conveyor belts.
Related occupations",79
Recycling and Reclamation Workers,"Operate balers to compress recyclable materials into bundles or bales.
Related occupations",77
Recycling and Reclamation Workers,"Clean materials, such as metals, according to recycling requirements.
Related occupations",76
Recycling and Reclamation Workers,"Record logs of recycled materials or waste chemicals removed from products.
Related occupations",73
Recycling and Reclamation Workers,"Operate processing equipment, such as fiber-sorters and grinders, to sort, crush, or grind recyclable materials.
Related occupations",70
Recycling and Reclamation Workers,"Collect recyclable materials from curbside for delivery to designated facilities.
Related occupations",66
Recycling and Reclamation Workers,"Operate automated refuse or manual recycling collection vehicles.
Related occupations",65
Recycling Coordinators,"Oversee recycling pick-up or drop-off programs to ensure compliance with community ordinances.
Related occupations",79
Recycling Coordinators,"Maintain logs of recycling materials received or shipped to processing companies.
Related occupations",76
Recycling Coordinators,"Supervise recycling technicians, community service workers, or other recycling operations employees or volunteers.
Related occupations",74
Recycling Coordinators,"Review customer requests for service to determine service needs and deploy appropriate resources to provide service.
Related occupations",69
Recycling Coordinators,"Provide training to recycling technicians or community service workers on topics such as safety, solid waste processing, or general recycling operations.
Related occupations",66
Recycling Coordinators,"Identify or investigate new opportunities for materials to be collected and recycled.
Related occupations",57
Recycling Coordinators,"Assign truck drivers or recycling technicians to routes.
Related occupations",78
Recycling Coordinators,"Create or manage recycling operations budgets.
Related occupations",76
Recycling Coordinators,"Prepare bills of lading, statements of shipping records, or customer receipts related to recycling or hazardous material services.
Related occupations",75
Recycling Coordinators,"Inspect physical condition of recycling or hazardous waste facility for compliance with safety, quality, and service standards.
Related occupations",73
Recycling Coordinators,"Negotiate contracts with waste management or other firms.
Related occupations",72
Recycling Coordinators,"Coordinate shipments of recycling materials with shipping brokers or processing companies.
Related occupations",69
Recycling Coordinators,"Operate recycling processing equipment, such as sorters, balers, crushers, and granulators to sort and process materials.
Related occupations",69
Recycling Coordinators,"Operate fork lifts, skid loaders, or trucks to move or store recyclable materials.
Related occupations",68
Recycling Coordinators,"Schedule movement of recycling materials into and out of storage areas.
Related occupations",66
Recycling Coordinators,"Oversee campaigns to promote recycling or waste reduction programs in communities or private companies.
Related occupations",66
Recycling Coordinators,"Coordinate recycling collection schedules to optimize service and efficiency.
Related occupations",63
Recycling Coordinators,"Develop community or corporate recycling plans and goals to minimize waste and conform to resource constraints.
Related occupations",59
Recycling Coordinators,"Prepare grant applications to fund recycling programs or program enhancements.
Related occupations",58
Recycling Coordinators,"Investigate violations of solid waste or recycling ordinances.
Related occupations",56
Recycling Coordinators,"Implement grant-funded projects, monitoring and reporting progress in accordance with sponsoring agency requirements.
Related occupations",56
Recycling Coordinators,"Make presentations to educate the public on how to recycle or on the environmental advantages of recycling.
Related occupations",55
Recycling Coordinators,"Design community solid and hazardous waste management programs.
Related occupations",52
"Refractory Materials Repairers, Except Brickmasons","Reline or repair ladles and pouring spouts with refractory clay, using trowels.
Related occupations",80
"Refractory Materials Repairers, Except Brickmasons","Chip slag from linings of ladles or remove linings when beyond repair, using hammers and chisels.
Related occupations",69
"Refractory Materials Repairers, Except Brickmasons","Mix specified amounts of sand, clay, mortar powder, and water to form refractory clay or mortar, using shovels or mixing machines.
Related occupations",66
"Refractory Materials Repairers, Except Brickmasons","Measure furnace walls to determine dimensions and cut required number of sheets from plastic block, using saws.
Related occupations",83
"Refractory Materials Repairers, Except Brickmasons","Dry and bake new linings by placing inverted linings over burners, building fires in ladles, or by using blowtorches.
Related occupations",74
"Refractory Materials Repairers, Except Brickmasons","Remove worn or damaged plastic block refractory linings of furnaces, using hand tools.
Related occupations",72
"Refractory Materials Repairers, Except Brickmasons","Climb scaffolding, carrying hoses, and spray surfaces of cupolas with refractory mixtures, using spray equipment.
Related occupations",67
"Refractory Materials Repairers, Except Brickmasons","Spread mortar on stopper heads and rods, using trowels, and slide brick sleeves over rods to form refractory jackets.
Related occupations",64
