Occupation Name,Occupation URL,Tasks
"Preschool Teachers, Except Special Education",https://www.onetonline.org/link/summary/25-2011.00,"[""Attend to children's basic needs by feeding them, dressing them, and changing their diapers.\nRelated occupations"", ""Meet with parents and guardians to discuss their children's progress and needs, determine their priorities for their children, and suggest ways that they can promote learning and development.\nRelated occupations"", 'Organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, storytelling, and field trips.\nRelated occupations', 'Identify children showing signs of emotional, developmental, or health-related problems and discuss them with supervisors, parents or guardians, and child development specialists.\nRelated occupations', 'Maintain accurate and complete student records as required by laws, district policies, and administrative regulations.\nRelated occupations', 'Assimilate arriving children to the school environment by greeting them, helping them remove outerwear, and selecting activities of interest to them.\nRelated occupations', ""Observe and evaluate children's performance, behavior, social development, and physical health.\nRelated occupations"", 'Prepare materials and classrooms for class activities.\nRelated occupations', 'Read books to entire classes or to small groups.\nRelated occupations', 'Establish clear objectives for all lessons, units, and projects and communicate those objectives to children.\nRelated occupations', 'Arrange indoor and outdoor space to facilitate creative play, motor-skill activities, and safety.\nRelated occupations', 'Teach proper eating habits and personal hygiene.\nRelated occupations', 'Demonstrate activities to children.\nRelated occupations', 'Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.\nRelated occupations', 'Enforce all administration policies and rules governing students.\nRelated occupations', 'Prepare and implement remedial programs for students requiring extra help.\nRelated occupations', 'Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula.\nRelated occupations', 'Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence.\nRelated occupations', ""Organize and label materials and display students' work in a manner appropriate for their ages and perceptual skills.\nRelated occupations"", 'Prepare reports on students and activities as required by administration.\nRelated occupations', 'Collaborate with other teachers and administrators in the development, evaluation, and revision of preschool programs.\nRelated occupations', 'Plan and supervise class projects, field trips, visits by guests, or other experiential activities and guide students in learning from those activities.\nRelated occupations', ""Meet with other professionals to discuss individual students' needs and progress.\nRelated occupations"", 'Select, store, order, issue, and inventory classroom equipment, materials, and supplies.\nRelated occupations', 'Supervise, evaluate, and plan assignments for teacher assistants and volunteers.\nRelated occupations', ""Administer tests to help determine children's developmental levels, needs, and potential.\nRelated occupations"", 'Attend staff meetings and serve on committees as required.\nRelated occupations', 'Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms.\nRelated occupations', 'Perform administrative duties, such as hall and cafeteria monitoring and bus loading and unloading.\nRelated occupations']"
"Pressers, Textile, Garment, and Related Materials",https://www.onetonline.org/link/summary/51-6021.00,"['Lower irons, rams, or pressing heads of machines into position over material to be pressed.\nRelated occupations', 'Identify and treat spots on garments.\nRelated occupations', 'Shrink, stretch, or block articles by hand to conform to original measurements, using forms, blocks, and steam.\nRelated occupations', 'Finish fancy garments such as evening gowns and costumes, using hand irons to produce high quality finishes.\nRelated occupations', 'Push and pull irons over surfaces of articles to smooth or shape them.\nRelated occupations', 'Finish pants, jackets, shirts, skirts and other dry-cleaned and laundered articles, using hand irons.\nRelated occupations', 'Slide material back and forth over heated, metal, ball-shaped forms to smooth and press portions of garments that cannot be satisfactorily pressed with flat pressers or hand irons.\nRelated occupations', 'Select appropriate pressing machines, based on garment properties such as heat tolerance.\nRelated occupations', 'Spray water over fabric to soften fibers when not using steam irons.\nRelated occupations', 'Position materials such as cloth garments, felt, or straw on tables, dies, or feeding mechanisms of pressing machines, or on ironing boards or work tables.\nRelated occupations', 'Moisten materials to soften and smooth them.\nRelated occupations', 'Clean and maintain pressing machines, using cleaning solutions and lubricants.\nRelated occupations', 'Press ties on small pressing machines.\nRelated occupations', 'Block or shape knitted garments after cleaning.\nRelated occupations', 'Activate and adjust machine controls to regulate temperature and pressure of rollers, ironing shoes, or plates, according to specifications.\nRelated occupations', 'Use covering cloths to prevent equipment from damaging delicate fabrics.\nRelated occupations', 'Examine and measure finished articles to verify conformance to standards, using measuring devices such as tape measures and micrometers.\nRelated occupations', 'Finish velvet garments by steaming them on bucks of hot-head presses or steam tables, and brushing pile (nap) with handbrushes.\nRelated occupations', 'Measure fabric to specifications, cut uneven edges with shears, fold material, and press it with an iron to form a heading.\nRelated occupations', 'Insert heated metal forms into ties and touch up rough places with hand irons.\nRelated occupations', 'Brush materials made of suede, leather, or felt to remove spots or to raise and smooth naps.\nRelated occupations', 'Sew ends of new material to leaders or to ends of material in pressing machines, using sewing machines.\nRelated occupations', 'Select, install, and adjust machine components, including pressing forms, rollers, and guides, using hoists and hand tools.\nRelated occupations']"
Preventive Medicine Physicians,https://www.onetonline.org/link/summary/29-1229.05,"['Design or use surveillance tools, such as screening, lab reports, and vital records, to identify health risks.\nRelated occupations', 'Direct public health education programs dealing with topics such as preventable diseases, injuries, nutrition, food service sanitation, water supply safety, sewage and waste disposal, insect control, and immunizations.\nRelated occupations', 'Evaluate the effectiveness of prescribed risk reduction measures or other interventions.\nRelated occupations', 'Provide information about potential health hazards and possible interventions to the media, the public, other health care professionals, or local, state, and federal health authorities.\nRelated occupations', 'Teach or train medical staff regarding preventive medicine issues.\nRelated occupations', 'Coordinate or integrate the resources of health care institutions, social service agencies, public safety workers, or other organizations to improve community health.\nRelated occupations', 'Prepare preventive health reports, including problem descriptions, analyses, alternative solutions, and recommendations.\nRelated occupations', 'Design, implement, or evaluate health service delivery systems to improve the health of targeted populations.\nRelated occupations', 'Develop or implement interventions to address behavioral causes of diseases.\nRelated occupations', 'Deliver presentations to lay or professional audiences.\nRelated occupations']"
Print Binding and Finishing Workers,https://www.onetonline.org/link/summary/51-5113.00,"['Monitor machine operations to detect malfunctions or to determine whether adjustments are needed.\nRelated occupations', 'Maintain records, such as daily production records, using specified forms.\nRelated occupations', 'Lubricate, clean, or make minor repairs to machine parts to keep machines in working condition.\nRelated occupations', 'Set up or operate bindery machines, such as coil binders, thermal or tape binders, plastic comb binders, or specialty binders.\nRelated occupations', 'Set up or operate machines that perform binding operations, such as pressing, folding, or trimming.\nRelated occupations', 'Prepare finished books for shipping by wrapping or packing books and stacking boxes on pallets.\nRelated occupations', 'Set up or operate glue machines by filling glue reservoirs, turning switches to activate heating elements, or adjusting glue flow or conveyor speed.\nRelated occupations', 'Train workers to set up, operate, and use automatic bindery machines.\nRelated occupations', 'Insert book bodies in devices that form back edges of books into convex shapes and produce grooves that facilitate cover attachment.\nRelated occupations', 'Cut cover material to specified dimensions, fitting and gluing material to binder boards by hand or machine.\nRelated occupations', 'Cut binder boards to specified dimensions, using board shears, hand cutters, or cutting machines.\nRelated occupations', 'Bind new books, using hand tools such as bone folders, knives, hammers, or brass binding tools.\nRelated occupations', 'Perform highly skilled hand finishing binding operations, such as grooving or lettering.\nRelated occupations', 'Imprint or emboss lettering, designs, or numbers on book covers, using gold, silver, or colored foil, and stamping machines.\nRelated occupations', 'Compress sewed or glued signatures, using hand presses or smashing machines.\nRelated occupations', 'Meet with clients, printers, or designers to discuss job requirements or binding plans.\nRelated occupations', 'Form book bodies by folding and sewing printed sheets to form signatures and assembling signatures in numerical order.\nRelated occupations', 'Design original or special bindings for limited editions or other custom binding projects.\nRelated occupations', 'Punch holes in and fasten paper sheets, signatures, or other material, using hand or machine punches and staplers.\nRelated occupations', 'Repair, restore, or rebind old, rare, or damaged books, using hand tools.\nRelated occupations']"
Printing Press Operators,https://www.onetonline.org/link/summary/51-5112.00,"['Feed paper through press cylinders and adjust feed and tension controls.\nRelated occupations', 'Monitor automated press operation systems and respond to fault, error, or alert messages.\nRelated occupations', 'Load presses with paper and make necessary adjustments, according to paper size.\nRelated occupations', 'Secure printing plates to printing units and adjust tolerances.\nRelated occupations', 'Clean ink fountains, plates, or printing unit cylinders when press runs are completed.\nRelated occupations', 'Change press plates, blankets, or cylinders, as required.\nRelated occupations', 'Obtain or mix inks and fill ink fountains.\nRelated occupations', 'Input production job settings into workstation terminals that control automated printing systems.\nRelated occupations', 'Clean or oil presses or make minor repairs, using hand tools.\nRelated occupations', 'Maintain time or production records.\nRelated occupations', 'Monitor inventory levels on a regular basis, ordering or requesting additional supplies, as necessary.\nRelated occupations', 'Monitor environmental factors, such as humidity and temperature, that may impact equipment performance and make necessary adjustments.\nRelated occupations', 'Download or scan files to be printed, using printing production software.\nRelated occupations', 'Adjust digital files to alter print elements, such as fonts, graphics, or color separations.\nRelated occupations', 'Direct or monitor work of press crews.\nRelated occupations', 'Download completed jobs to archive media so that questions can be answered or jobs replicated.\nRelated occupations', 'Control workflow scheduling or job tracking, using computer database software.\nRelated occupations', 'Set up or operate auxiliary equipment, such as cutting, folding, plate-making, drilling, or laminating machines.\nRelated occupations']"
Private Detectives and Investigators,https://www.onetonline.org/link/summary/33-9021.00,"['Obtain and analyze information on suspects, crimes, or disturbances to solve cases, to identify criminal activity, or to gather information for court cases.\nRelated occupations', 'Testify at hearings or court trials to present evidence.\nRelated occupations', ""Question persons to obtain evidence for cases of divorce, child custody, or missing persons or information about individuals' character or financial status.\nRelated occupations"", 'Observe and document activities of individuals to detect unlawful acts or to obtain evidence for cases, using binoculars and still or video cameras.\nRelated occupations', 'Confer with establishment officials, security departments, police, or postal officials to identify problems, provide information, or receive instructions.\nRelated occupations', ""Investigate companies' financial standings, or locate funds stolen by embezzlers, using accounting skills.\nRelated occupations"", 'Perform undercover operations, such as evaluating the performance or honesty of employees by posing as customers or employees.\nRelated occupations', ""Alert appropriate personnel to suspects' locations.\nRelated occupations"", 'Count cash and review transactions, sales checks, or register tapes to verify amounts or to identify shortages.\nRelated occupations']"
Probation Officers and Correctional Treatment Specialists,https://www.onetonline.org/link/summary/21-1092.00,"['Investigate alleged parole violations, using interviews, surveillance, and search and seizure.\nRelated occupations', 'Recommend remedial action or initiate court action in response to noncompliance with terms of probation or parole.\nRelated occupations', 'Arrange for medical, mental health, or substance abuse treatment services according to individual needs or court orders.\nRelated occupations', 'Develop liaisons and networks with other parole officers, community agencies, correctional institutions, psychiatric facilities, and aftercare agencies to plan for helping offenders with life adjustments.\nRelated occupations', 'Administer drug and alcohol tests, including random drug screens of offenders, to verify compliance with substance abuse treatment programs.\nRelated occupations', 'Inform offenders or inmates of requirements of conditional release, such as office visits, restitution payments, or educational and employment stipulations.\nRelated occupations', 'Participate in decisions about whether cases should go before courts and which court should hear them.\nRelated occupations', ""Write reports describing offenders' progress.\nRelated occupations"", ""Conduct prehearing and presentencing investigations and testify in court regarding offenders' backgrounds and recommended sentences and sentencing conditions.\nRelated occupations"", 'Arrange for postrelease services, such as employment, housing, counseling, education, and social activities.\nRelated occupations', 'Provide offenders or inmates with assistance in matters concerning detainers, sentences in other jurisdictions, writs, and applications for social assistance.\nRelated occupations', 'Develop and prepare packets containing information about social service agencies, assistance organizations, and programs that might be useful for inmates or offenders.\nRelated occupations', 'Develop rehabilitation programs for assigned offenders or inmates, establishing rules of conduct, goals, and objectives.\nRelated occupations', 'Recommend appropriate penitentiary for initial placement of an offender.\nRelated occupations', 'Assess the suitability of penitentiary inmates for release under parole and statutory release programs and submit recommendations to parole boards.\nRelated occupations', 'Identify and approve work placements for offenders with community service sentences.\nRelated occupations']"
Procurement Clerks,https://www.onetonline.org/link/summary/43-3061.00,"['Approve and pay bills.\nRelated occupations', 'Maintain knowledge of all organizational and governmental rules affecting purchases, and provide information about these rules to organization staff members and to vendors.\nRelated occupations', 'Determine if inventory quantities are sufficient for needs, ordering more materials when necessary.\nRelated occupations', 'Check shipments when they arrive to ensure that orders have been filled correctly and that goods meet specifications.\nRelated occupations', 'Contact suppliers to schedule or expedite deliveries and to resolve shortages, missed or late deliveries, and other problems.\nRelated occupations', 'Prepare, maintain, and review purchasing files, reports and price lists.\nRelated occupations', 'Review requisition orders to verify accuracy, terminology, and specifications.\nRelated occupations', 'Respond to customer and supplier inquiries about order status, changes, or cancellations.\nRelated occupations', 'Monitor in-house inventory movement and complete inventory transfer forms for bookkeeping purposes.\nRelated occupations', ""Compare suppliers' bills with bids and purchase orders to verify accuracy.\nRelated occupations"", 'Locate suppliers, using sources such as catalogs and the internet, and interview them to gather information about products to be ordered.\nRelated occupations', 'Monitor contractor performance, recommending contract modifications when necessary.\nRelated occupations', 'Prepare invitation-of-bid forms, and mail forms to supplier firms or distribute forms for public posting.\nRelated occupations', 'Train and supervise subordinates and other staff.\nRelated occupations']"
Producers and Directors,https://www.onetonline.org/link/summary/27-2012.00,"['Study and research scripts to determine how they should be directed.\nRelated occupations', 'Supervise and coordinate the work of camera, lighting, design, and sound crew members.\nRelated occupations', 'Confer with technical directors, managers, crew members, and writers to discuss details of production, such as photography, script, music, sets, and costumes.\nRelated occupations', 'Perform management activities, such as budgeting, scheduling, planning, and marketing.\nRelated occupations', 'Consult with writers, producers, or actors about script changes or ""workshop"" scripts, through rehearsal with writers and actors to create final drafts.\nRelated occupations', 'Identify and approve equipment and elements required for productions, such as scenery, lights, props, costumes, choreography, and music.\nRelated occupations', 'Establish pace of programs and sequences of scenes according to time requirements and cast and set accessibility.\nRelated occupations', 'Conduct meetings with staff to discuss production progress and to ensure production objectives are attained.\nRelated occupations', 'Compile scripts, program notes, and other material related to productions.\nRelated occupations', 'Resolve personnel problems that arise during the production process by acting as liaisons between dissenting parties when necessary.\nRelated occupations', 'Coordinate the activities of writers, directors, managers, and other personnel throughout the production process.\nRelated occupations', 'Obtain rights to scripts or to such items as existing video footage.\nRelated occupations', 'Write and submit proposals to bid on contracts for projects.\nRelated occupations', 'Compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.\nRelated occupations', 'Cut and edit film or tape to integrate component parts into desired sequences.\nRelated occupations', 'Write and edit news stories from information collected by reporters and other sources.\nRelated occupations', 'Choose settings and locations for films and determine how scenes will be shot in these settings.\nRelated occupations', 'Review film daily to check on work in progress and to plan for future filming.\nRelated occupations', 'Negotiate with parties, including independent producers and the distributors and broadcasters who will be handling completed productions.\nRelated occupations', 'Perform administrative duties, such as preparing operational reports, distributing rehearsal call sheets and script copies, and arranging for rehearsal quarters.\nRelated occupations', 'Develop marketing plans for finished products, collaborating with sales associates to supervise product distribution.\nRelated occupations', 'Arrange financing for productions.\nRelated occupations', 'Hire principal cast members and crew members, such as art directors, cinematographers, and costume designers.\nRelated occupations', 'Hold auditions for parts or negotiate contracts with actors determined suitable for specific roles.\nRelated occupations', 'Select plays, scripts, books, news content, or ideas to be produced.\nRelated occupations']"
"Production Workers, All Other",https://www.onetonline.org/link/summary/51-9199.00,[]
"Production, Planning, and Expediting Clerks",https://www.onetonline.org/link/summary/43-5061.00,"['Requisition and maintain inventories of materials or supplies necessary to meet production demands.\nRelated occupations', 'Confer with department supervisors or other personnel to assess progress and discuss needed changes.\nRelated occupations', 'Plan production commitments or timetables for business units, specific programs, or jobs, using sales forecasts.\nRelated occupations', 'Compile information, such as production rates and progress, materials inventories, materials used, or customer information, so that status reports can be completed.\nRelated occupations', 'Examine documents, materials, or products and monitor work processes to assess completeness, accuracy, and conformance to standards and specifications.\nRelated occupations', 'Compile and prepare documentation related to production sequences, transportation, personnel schedules, or purchase, maintenance, or repair orders.\nRelated occupations', 'Calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.\nRelated occupations', 'Contact suppliers to verify shipment details.\nRelated occupations', 'Record production data, including volume produced, consumption of raw materials, or quality control measures.\nRelated occupations', 'Establish and prepare product construction directions and locations and information on required tools, materials, equipment, numbers of workers needed, and cost projections.\nRelated occupations', 'Maintain files, such as maintenance records, bills of lading, or cost reports.\nRelated occupations', 'Provide documentation and information to account for delays, difficulties, or changes to cost estimates.\nRelated occupations']"
Project Management Specialists,https://www.onetonline.org/link/summary/13-1082.00,"['Identify project needs such as resources, staff, or finances by reviewing project objectives and schedules.\nRelated occupations', 'Identify, review, or select vendors or consultants to meet project needs.\nRelated occupations', 'Monitor costs incurred by project staff to identify budget issues.\nRelated occupations', 'Monitor project milestones and deliverables.\nRelated occupations', 'Monitor the performance of project team members to provide performance feedback.\nRelated occupations', 'Negotiate with project stakeholders or suppliers to obtain resources or materials.\nRelated occupations', 'Plan, schedule, or coordinate project activities to meet deadlines.\nRelated occupations', 'Prepare and submit budget estimates, progress reports, or cost tracking reports.\nRelated occupations', 'Produce and distribute project documents.\nRelated occupations', 'Propose, review, or approve modifications to project plans.\nRelated occupations', 'Recruit or hire project personnel.\nRelated occupations', 'Report project status, such as budget, resources, technical issues, or customer satisfaction, to managers.\nRelated occupations', 'Request and review project updates to ensure deadlines are met.\nRelated occupations', 'Schedule or facilitate project meetings.\nRelated occupations', 'Submit project deliverables to clients, ensuring adherence to quality standards.\nRelated occupations']"
Proofreaders and Copy Markers,https://www.onetonline.org/link/summary/43-9081.00,"['Consult reference books or secure aid of readers to check references with rules of grammar and composition.\nRelated occupations', 'Consult with authors and editors regarding manuscript changes and suggestions.\nRelated occupations', 'Archive documents, conduct research, and read copy, using the internet and various computer programs.\nRelated occupations', 'Write original content, such as headlines, cutlines, captions, and cover copy.\nRelated occupations', ""Typeset and measure dimensions, spacing, and positioning of page elements, such as copy and illustrations, to verify conformance to specifications, using printer's ruler or layout software.\nRelated occupations"", 'Read proof sheets aloud, calling out punctuation marks and spelling unusual words and proper names.\nRelated occupations']"
"Property, Real Estate, and Community Association Managers",https://www.onetonline.org/link/summary/11-9141.00,"['Direct and coordinate the activities of staff and contract personnel and evaluate their performance.\nRelated occupations', 'Prepare and administer contracts for provision of property services, such as cleaning, maintenance, and security services.\nRelated occupations', 'Market vacant space to prospective tenants through leasing agents, advertising, or other methods.\nRelated occupations', 'Act as liaisons between on-site managers or tenants and owners.\nRelated occupations', 'Investigate complaints, disturbances, and violations and resolve problems, following management rules and regulations.\nRelated occupations', 'Inspect grounds, facilities, and equipment routinely to determine necessity of repairs or maintenance.\nRelated occupations', 'Maintain records of sales, rental or usage activity, special permits issued, maintenance and operating costs, or property availability.\nRelated occupations', 'Meet with boards of directors and committees to discuss and resolve legal and environmental issues or disputes between neighbors.\nRelated occupations', 'Solicit and analyze bids from contractors for repairs, renovations, and maintenance.\nRelated occupations', 'Maintain contact with insurance carriers, fire and police departments, and other agencies to ensure protection and compliance with codes and regulations.\nRelated occupations', 'Confer with legal authorities to ensure that renting and advertising practices are not discriminatory and that properties comply with state and federal regulations.\nRelated occupations', 'Purchase building and maintenance supplies, equipment, or furniture.\nRelated occupations', 'Review rents to ensure that they are in line with rental markets.\nRelated occupations', 'Clean common areas, change light bulbs, and make minor property repairs.\nRelated occupations', 'Determine and certify the eligibility of prospective tenants, following government regulations.\nRelated occupations', 'Confer regularly with community association members to ensure their needs are being met.\nRelated occupations', 'Meet with prospective tenants to show properties, explain terms of occupancy, and provide information about local areas.\nRelated occupations', 'Analyze information on property values, taxes, zoning, population growth, and traffic volume and patterns to determine if properties should be acquired.\nRelated occupations', 'Negotiate the sale, lease, or development of property and complete or review appropriate documents and forms.\nRelated occupations', 'Contract with architectural firms to draw up detailed plans for new structures.\nRelated occupations', 'Negotiate short- and long-term loans to finance construction and ownership of structures.\nRelated occupations', 'Negotiate with government leaders, businesses, special interest representatives, and utility companies to gain support for new projects and to eliminate potential obstacles.\nRelated occupations']"
Prosthodontists,https://www.onetonline.org/link/summary/29-1024.00,"['Design and fabricate dental prostheses, or supervise dental technicians and laboratory bench workers who construct the devices.\nRelated occupations', 'Restore function and aesthetics to traumatic injury survivors, or to individuals with diseases or congenital disabilities.\nRelated occupations', 'Repair, reline, or rebase dentures.\nRelated occupations', 'Use bonding technology on the surface of the teeth to change tooth shape or to close gaps.\nRelated occupations', 'Treat facial pain and jaw joint problems.\nRelated occupations', 'Place veneers onto teeth to conceal defects.\nRelated occupations', 'Bleach discolored teeth to brighten and whiten them.\nRelated occupations']"
"Protective Service Workers, All Other",https://www.onetonline.org/link/summary/33-9099.00,[]
Psychiatric Aides,https://www.onetonline.org/link/summary/31-1133.00,"['Record and maintain patient information, such as vital signs, eating habits, behavior, progress notes, treatments, or discharge plans.\nRelated occupations', ""Maintain patients' restrictions to assigned areas.\nRelated occupations"", 'Organize, supervise, or encourage patient participation in social, educational, or recreational activities.\nRelated occupations', 'Provide patients with assistance in bathing, dressing, or grooming, demonstrating these skills as necessary.\nRelated occupations', 'Aid patients in becoming accustomed to hospital routines.\nRelated occupations', 'Serve meals or feed patients needing assistance or persuasion.\nRelated occupations', 'Clean and disinfect rooms and furnishings to maintain a safe and orderly environment.\nRelated occupations', 'Complete administrative tasks, such as entering orders into computer, answering telephone calls, or maintaining medical or facility information.\nRelated occupations', 'Accompany patients to and from wards for medical or dental treatments, shopping trips, or religious or recreational events.\nRelated occupations', 'Participate in recreational activities with patients, including card games, sports, or television viewing.\nRelated occupations', 'Perform nursing duties, such as administering medications, measuring vital signs, collecting specimens, or drawing blood samples.\nRelated occupations', 'Interview patients upon admission and record information.\nRelated occupations']"
Psychiatric Technicians,https://www.onetonline.org/link/summary/29-2053.00,"[""Take and record measures of patients' physical condition, using devices such as thermometers or blood pressure gauges.\nRelated occupations"", ""Observe and influence patients' behavior, communicating and interacting with them and teaching, counseling, or befriending them.\nRelated occupations"", 'Aid patients in performing tasks, such as bathing or keeping beds, clothing, or living areas clean.\nRelated occupations', 'Collaborate with or assist doctors, psychologists, or rehabilitation therapists in working with patients with cognitive, intellectual, or developmental disabilities to treat, rehabilitate, and return patients to the community.\nRelated occupations', 'Develop or teach strategies to promote client wellness and independence.\nRelated occupations', 'Train or instruct new employees on procedures to follow with psychiatric patients.\nRelated occupations', 'Escort patients to medical appointments.\nRelated occupations', ""Administer oral medications or hypodermic injections, following physician's prescriptions and hospital procedures.\nRelated occupations"", 'Issue medications from dispensary and maintain records in accordance with specified procedures.\nRelated occupations', 'Interview new patients to complete admission forms, to assess their mental health status, or to obtain their mental health and treatment history.\nRelated occupations', ""Contact patients' relatives to arrange family conferences.\nRelated occupations""]"
Psychiatrists,https://www.onetonline.org/link/summary/29-1223.00,"['Examine or conduct laboratory or diagnostic tests on patients to provide information on general physical condition or mental disorder.\nRelated occupations', 'Counsel outpatients or other patients during office visits.\nRelated occupations', ""Advise or inform guardians, relatives, or significant others of patients' conditions or treatment.\nRelated occupations"", 'Teach, take continuing education classes, attend conferences or seminars, or conduct research and publish findings to increase understanding of mental, emotional, or behavioral states or disorders.\nRelated occupations', 'Review and evaluate treatment procedures and outcomes of other psychiatrists or medical professionals.\nRelated occupations', 'Prepare and submit case reports or summaries to government or mental health agencies.\nRelated occupations', 'Serve on committees to promote or maintain community mental health services or delivery systems.\nRelated occupations']"
"Psychologists, All Other",https://www.onetonline.org/link/summary/19-3039.00,[]
"Psychology Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1066.00,"['Prepare course materials, such as syllabi, homework assignments, and handouts.\nRelated occupations', 'Supervise undergraduate or graduate teaching, internship, and research work.\nRelated occupations', 'Recruit and hire new faculty.\nRelated occupations', 'Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.\nRelated occupations', 'Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.\nRelated occupations', 'Develop and use multimedia course materials and other current technology, such as online courses.\nRelated occupations', 'Maintain regularly scheduled office hours to advise and assist students.\nRelated occupations', 'Perform administrative duties, such as serving as department head.\nRelated occupations', 'Collaborate with colleagues to address teaching and research issues.\nRelated occupations', 'Advise students on academic and vocational curricula and on career issues.\nRelated occupations', 'Write grant proposals to procure external research funding.\nRelated occupations', 'Maintain student attendance records, grades, and other required records.\nRelated occupations', 'Write letters of recommendation for students.\nRelated occupations', 'Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.\nRelated occupations', 'Participate in student recruitment, registration, and placement activities.\nRelated occupations', 'Select and obtain materials and supplies, such as textbooks.\nRelated occupations', ""Supervise students' laboratory work.\nRelated occupations"", 'Supervise the clinical work of practicum students.\nRelated occupations', 'Provide clinical services to clients, such as assessing psychological problems and conducting psychotherapy.\nRelated occupations', 'Review books and journal articles for potential publication.\nRelated occupations', 'Compile bibliographies of specialized materials for outside reading assignments.\nRelated occupations', 'Act as advisers to student organizations.\nRelated occupations', 'Participate in campus and community events.\nRelated occupations', 'Provide professional consulting services to government or industry.\nRelated occupations']"
Public Relations Managers,https://www.onetonline.org/link/summary/11-2032.00,"['Direct activities of external agencies, establishments, or departments that develop and implement communication strategies and information programs.\nRelated occupations', 'Draft speeches for company executives and arrange interviews and other forms of contact for them.\nRelated occupations', 'Establish and maintain effective working relationships with clients, government officials, and media representatives and use these relationships to develop new business opportunities.\nRelated occupations', 'Evaluate advertising and promotion programs for compatibility with public relations efforts.\nRelated occupations', 'Facilitate consumer relations or the relationship between parts of the company, such as the managers and employees, or different branch offices.\nRelated occupations', 'Formulate policies and procedures related to public information programs, working with public relations executives.\nRelated occupations', 'Identify main client groups and audiences, determine the best way to communicate publicity information to them, and develop and implement a communication plan.\nRelated occupations', 'Maintain company archives.\nRelated occupations', 'Manage communications budgets.\nRelated occupations', 'Manage in-house communication courses.\nRelated occupations', 'Manage special events, such as sponsorship of races, parties introducing new products, or other activities the firm supports, to gain public attention through the media without advertising directly.\nRelated occupations', 'Observe and report on social, economic, and political trends that might affect employers.\nRelated occupations', 'Produce films and other video products, regulate their distribution, and operate film library.\nRelated occupations', ""Respond to requests for information about employers' activities or status.\nRelated occupations"", 'Write interesting and effective press releases, prepare information for media kits, and develop and maintain company internet or intranet web pages.\nRelated occupations']"
Public Relations Specialists,https://www.onetonline.org/link/summary/27-3031.00,"['Confer with other managers to identify trends or key group interests or concerns or to provide advice on business decisions.\nRelated occupations', 'Coach client representatives in effective communication with the public or with employees.\nRelated occupations', 'Study the objectives, promotional policies, or needs of organizations to develop public relations strategies that will influence public opinion or promote ideas, products, or services.\nRelated occupations', ""Prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences.\nRelated occupations"", 'Arrange public appearances, lectures, contests, or exhibits for clients to increase product or service awareness or to promote goodwill.\nRelated occupations', 'Plan or conduct market or public opinion research to test products or determine potential for product success, communicating results to client or management.\nRelated occupations', 'Develop plans or materials to communicate organizational activities that are beneficial to the environment, public safety, or other important social issues.\nRelated occupations', 'Confer with production or support personnel to produce or coordinate production of advertisements or promotions.\nRelated occupations', 'Consult with advertising agencies or staff to arrange promotional campaigns in all types of media for products, organizations, or individuals.\nRelated occupations', 'Prepare or deliver speeches to further public relations objectives.\nRelated occupations', 'Coordinate public responses to environmental management incidents or conflicts.\nRelated occupations', 'Develop marketing campaigns for environmental technologies or services.\nRelated occupations', ""Purchase advertising space or time as required to promote client's product or agenda.\nRelated occupations""]"
Public Safety Telecommunicators,https://www.onetonline.org/link/summary/43-5031.00,"['Record details of calls, dispatches, and messages.\nRelated occupations', 'Monitor various radio frequencies, such as those used by public works departments, school security, and civil defense, to stay apprised of developing situations.\nRelated occupations', 'Read and effectively interpret small-scale maps and information from a computer screen to determine locations and provide directions.\nRelated occupations', 'Maintain access to, and security of, highly sensitive materials.\nRelated occupations', 'Enter, update, and retrieve information from teletype networks and computerized data systems regarding such things as wanted persons, stolen property, vehicle registration, and stolen vehicles.\nRelated occupations', 'Scan status charts and computer screens, and contact emergency response field units to determine emergency units available for dispatch.\nRelated occupations', 'Answer routine inquiries, and refer calls not requiring dispatches to appropriate departments and agencies.\nRelated occupations', 'Learn material and pass required tests for certification.\nRelated occupations', 'Observe alarm registers and scan maps to determine whether a specific emergency is in the dispatch service area.\nRelated occupations', 'Maintain files of information relating to emergency calls, such as personnel rosters and emergency call-out and pager files.\nRelated occupations', 'Test and adjust communication and alarm systems, and report malfunctions to maintenance units.\nRelated occupations', 'Operate and maintain mobile dispatch vehicles and equipment.\nRelated occupations', 'Monitor alarm systems to detect emergencies, such as fires and illegal entry into establishments.\nRelated occupations']"
