,Combined Occupation,Best Match in Exposure Scores,Similarity Score
4513,Firstline supervisors of office and administrative support workers,First-Line Supervisors of Office and Administrative Support Workers,0.7406978578530983
4514,Switchboard operators including answering service,"Switchboard Operators, Including Answering Service",1.0
4515,Telephone operators,Telephone Operators,1.0
4516,Communications equipment operators all other,"Communications Teachers, Postsecondary",0.4335092800916924
4517,Bill and account collectors,Bill and Account Collectors,1.0000000000000002
4518,Billing and posting clerks,Billing and Posting Clerks,1.0
4519,Bookkeeping accounting and auditing clerks,"Bookkeeping, Accounting, and Auditing Clerks",1.0
4520,Gaming cage workers,Gambling Cage Workers,0.5894322086719617
4521,Payroll and timekeeping clerks,Payroll and Timekeeping Clerks,1.0
4522,Procurement clerks,Procurement Clerks,1.0
4523,Tellers,Tellers,1.0
4524,Financial clerks all other,Financial Managers,0.49231840009766253
4525,Brokerage clerks,Brokerage Clerks,1.0
4526,Correspondence clerks,Correspondence Clerks,1.0
4527,Court municipal and license clerks,"Court, Municipal, and License Clerks",1.0
4528,Credit authorizers checkers and clerks,"Credit Authorizers, Checkers, and Clerks",1.0
4529,Customer service representatives,Customer Service Representatives,1.0
4530,Eligibility interviewers government programs,"Eligibility Interviewers, Government Programs",1.0000000000000002
4531,File clerks,File Clerks,1.0
4532,Hotel motel and resort desk clerks,"Hotel, Motel, and Resort Desk Clerks",1.0
4533,Interviewers except eligibility and loan,"Interviewers, Except Eligibility and Loan",1.0
4534,Library assistants clerical,"Library Assistants, Clerical",1.0000000000000002
4535,Loan interviewers and clerks,Loan Interviewers and Clerks,1.0000000000000002
4536,New accounts clerks,New Accounts Clerks,1.0
4537,Order clerks,Order Clerks,1.0
4538,Human resources assistants except payroll and timekeeping,"Human Resources Assistants, Except Payroll and Timekeeping",1.0000000000000002
4539,Receptionists and information clerks,Receptionists and Information Clerks,1.0
4540,Reservation and transportation ticket agents and travel clerks,Reservation and Transportation Ticket Agents and Travel Clerks,1.0000000000000002
4541,Information and record clerks all other,Receptionists and Information Clerks,0.4307634529206974
4542,Cargo and freight agents,Cargo and Freight Agents,1.0000000000000002
4543,Couriers and messengers,Couriers and Messengers,1.0
4544,Dispatchers,Power Distributors and Dispatchers,0.5582640538699839
4545,Meter readers utilities,"Meter Readers, Utilities",1.0
4546,Postal service clerks,Postal Service Clerks,1.0
4547,Postal service mail carriers,Postal Service Mail Carriers,1.0000000000000002
4548,Postal service mail sorters processors and processing machine operators,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1.0000000000000002
4549,Production planning and expediting clerks,"Production, Planning, and Expediting Clerks",1.0000000000000002
4550,Shipping receiving and traffic clerks,"Shipping, Receiving, and Inventory Clerks",0.6961539438364795
4551,Stock clerks and order fillers,Order Clerks,0.6083952135234006
4552,Weighers measurers checkers and samplers recordkeeping,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1.0
4553,Secretaries and administrative assistants,Medical Secretaries and Administrative Assistants,0.8933955740357596
4554,Computer operators,"Office Machine Operators, Except Computer",0.5798189687148092
4555,Data entry keyers,Data Entry Keyers,1.0
4556,Word processors and typists,Word Processors and Typists,1.0
4557,Desktop publishers,Desktop Publishers,1.0000000000000002
4558,Insurance claims and policy processing clerks,Insurance Claims and Policy Processing Clerks,1.0000000000000002
4559,Mail clerks and mail machine operators except postal service,"Mail Clerks and Mail Machine Operators, Except Postal Service",1.0000000000000004
4560,Office clerks general,"Office Clerks, General",1.0000000000000002
4561,Office machine operators except computer,"Office Machine Operators, Except Computer",1.0
4562,Proofreaders and copy markers,Proofreaders and Copy Markers,1.0
4563,Statistical assistants,Statistical Assistants,1.0
4564,Office and administrative support workers all other,First-Line Supervisors of Office and Administrative Support Workers,0.5979761696000772
4565,Firstline supervisors of farming fishing and forestry workers,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.7917824067710512
4566,Agricultural inspectors,Agricultural Inspectors,1.0000000000000002
4567,Animal breeders,Animal Breeders,1.0
4568,Graders and sorters agricultural products,"Graders and Sorters, Agricultural Products",1.0
4569,Miscellaneous agricultural workers,Agricultural Technicians,0.5531432166661375
4570,Fishing and hunting workers,Fishing and Hunting Workers,1.0000000000000002
4571,Forest and conservation workers,Forest and Conservation Workers,1.0000000000000002
4572,Logging workers,Logging Equipment Operators,0.7338661946344187
4573,Firstline supervisors of construction trades and extraction workers,First-Line Supervisors of Construction Trades and Extraction Workers,0.76268984875687
4574,Boilermakers,Boilermakers,1.0
4575,Brickmasons blockmasons and stonemasons,Brickmasons and Blockmasons,0.8185632097598105
4576,Carpenters,Carpenters,1.0
4577,Carpet floor and tile installers and finishers,Carpet Installers,0.5797969793488761
4578,Cement masons concrete finishers and terrazzo workers,Cement Masons and Concrete Finishers,0.8689855530557271
4579,Construction laborers,Construction Laborers,1.0
4580,Paving surfacing and tamping equipment operators,"Paving, Surfacing, and Tamping Equipment Operators",1.0000000000000002
4581,Operating engineers and other construction equipment operators including piledriver operators,Operating Engineers and Other Construction Equipment Operators,0.7898497616801172
4582,Drywall installers ceiling tile installers and tapers,Drywall and Ceiling Tile Installers,0.8685748391172605
4583,Electricians,Electricians,1.0
4584,Glaziers,Glaziers,1.0
4585,Insulation workers,"Insulation Workers, Mechanical",0.7490665869864548
4586,Painters construction and maintenance,"Painters, Construction and Maintenance",1.0000000000000004
4587,Paperhangers,Paperhangers,1.0
4588,Pipelayers plumbers pipefitters and steamfitters,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.9171898019121587
4589,Plasterers and stucco masons,Plasterers and Stucco Masons,1.0
4590,Reinforcing iron and rebar workers,Reinforcing Iron and Rebar Workers,1.0
4591,Roofers,Roofers,1.0
4592,Sheet metal workers,Sheet Metal Workers,1.0
4593,Structural iron and steel workers,Structural Iron and Steel Workers,1.0000000000000002
4594,Helpers construction trades,First-Line Supervisors of Construction Trades and Extraction Workers,0.42993882598313016
4595,Construction and building inspectors,Construction and Building Inspectors,1.0000000000000004
4596,Elevator installers and repairers,Elevator and Escalator Installers and Repairers,0.7755692306714678
4597,Fence erectors,Fence Erectors,1.0000000000000002
4598,Hazardous materials removal workers,Hazardous Materials Removal Workers,1.0000000000000002
4599,Highway maintenance workers,Highway Maintenance Workers,1.0000000000000002
4600,Railtrack laying and maintenance equipment operators,Rail-Track Laying and Maintenance Equipment Operators,0.5936559853373982
4601,Septic tank servicers and sewer pipe cleaners,Septic Tank Servicers and Sewer Pipe Cleaners,1.0
4602,Miscellaneous construction and related workers including solar photovoltaic installers,Solar Photovoltaic Installers,0.7202861470349684
4603,Derrick rotary drill and service unit operators oil gas and mining,"Rotary Drill Operators, Oil and Gas",0.7427720787338028
4604,Earth drillers except oil and gas,"Earth Drillers, Except Oil and Gas",1.0000000000000004
4605,Explosives workers ordnance handling experts and blasters,"Explosives Workers, Ordnance Handling Experts, and Blasters",1.0
4606,Mining machine operators,Continuous Mining Machine Operators,0.6537492937236453
4607,Roof bolters mining,"Roof Bolters, Mining",1.0
4608,Roustabouts oil and gas,"Roustabouts, Oil and Gas",1.0000000000000002
4609,Other extraction workers,Helpers--Extraction Workers,0.6744417938381454
4610,Firstline supervisors of mechanics installers and repairers,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.6774533224985373
4611,Computer automated teller and office machine repairers,"Computer, Automated Teller, and Office Machine Repairers",1.0000000000000002
4612,Radio and telecommunications equipment installers and repairers,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.6859286882908048
4613,Avionics technicians,Avionics Technicians,1.0000000000000002
4614,Electric motor power tool and related repairers,"Electric Motor, Power Tool, and Related Repairers",1.0000000000000002
4615,Electrical and electronics installers and repairers transportation equipment,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.0000000000000002
4616,Electrical and electronics repairers industrial and utility,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.6771804002973493
4617,Electronic equipment installers and repairers motor vehicles,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.0
4618,Electronic home entertainment equipment installers and repairers,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.5636627317327674
4619,Security and fire alarm systems installers,Security and Fire Alarm Systems Installers,1.0
4620,Aircraft mechanics and service technicians,Aircraft Mechanics and Service Technicians,1.0000000000000002
4621,Automotive body and related repairers,Automotive Body and Related Repairers,1.0
4622,Automotive glass installers and repairers,Automotive Glass Installers and Repairers,1.0
4623,Automotive service technicians and mechanics,Automotive Service Technicians and Mechanics,1.0
4624,Bus and truck mechanics and diesel engine specialists,Bus and Truck Mechanics and Diesel Engine Specialists,1.0
4625,Heavy vehicle and mobile equipment service technicians and mechanics,"Mobile Heavy Equipment Mechanics, Except Engines",0.598263602114452
4626,Small engine mechanics,Outdoor Power Equipment and Other Small Engine Mechanics,0.6511560618207491
4627,Miscellaneous vehicle and mobile equipment mechanics installers and repairers,Audiovisual Equipment Installers and Repairers,0.41063338430608787
4628,Control and valve installers and repairers,"Control and Valve Installers and Repairers, Except Mechanical Door",0.7081348835807173
4629,Heating air conditioning and refrigeration mechanics and installers,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.0
4630,Home appliance repairers,Home Appliance Repairers,1.0000000000000002
4631,Industrial and refractory machinery mechanics,Industrial Machinery Mechanics,0.8040450481294322
4632,Maintenance and repair workers general,"Maintenance and Repair Workers, General",1.0000000000000002
4633,Maintenance workers machinery,"Maintenance Workers, Machinery",1.0000000000000002
4634,Millwrights,Millwrights,1.0
4635,Electrical powerline installers and repairers,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.5243532268814901
4636,Telecommunications line installers and repairers,Telecommunications Line Installers and Repairers,1.0
4637,Precision instrument and equipment repairers,Medical Equipment Repairers,0.40286766022048026
4638,Coin vending and amusement machine servicers and repairers,"Coin, Vending, and Amusement Machine Servicers and Repairers",1.0
4639,Commercial divers,Commercial Divers,1.0000000000000002
4640,Locksmiths and safe repairers,Locksmiths and Safe Repairers,1.0
4641,Manufactured building and mobile home installers,Manufactured Building and Mobile Home Installers,1.0
4642,Riggers,Riggers,1.0
4643,Signal and track switch repairers,Signal and Track Switch Repairers,1.0000000000000002
4644,Helpersinstallation maintenance and repair workers,"Maintenance and Repair Workers, General",0.6330072881171637
4645,Other installation maintenance and repair workers including wind turbine service technicians,Wind Turbine Service Technicians,0.6682163105491359
4646,Firstline supervisors of production and operating workers,First-Line Supervisors of Production and Operating Workers,0.7173499379068
4647,Aircraft structure surfaces rigging and systems assemblers,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",1.0000000000000002
4648,Electrical electronics and electromechanical assemblers,Electromechanical Equipment Assemblers,0.6719948037025827
4649,Engine and other machine assemblers,Engine and Other Machine Assemblers,1.0
4650,Structural metal fabricators and fitters,Structural Metal Fabricators and Fitters,1.0
4651,Miscellaneous assemblers and fabricators,Engine and Other Machine Assemblers,0.3571967585158705
4652,Bakers,Bakers,1.0
4653,Butchers and other meat poultry and fish processing workers,"Meat, Poultry, and Fish Cutters and Trimmers",0.5885602699275435
4654,Food and tobacco roasting baking and drying machine operators and tenders,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1.0
4655,Food batchmakers,Food Batchmakers,1.0000000000000002
4656,Food cooking machine operators and tenders,Food Cooking Machine Operators and Tenders,1.0
4657,Food processing workers all other,Food Preparation Workers,0.3955368367522605
4658,Computer control programmers and operators,Computer Programmers,0.7591279681950722
4659,Extruding and drawing machine setters operators and tenders metal and plastic,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1.0
4660,Forging machine setters operators and tenders metal and plastic,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",1.0000000000000002
4661,Rolling machine setters operators and tenders metal and plastic,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1.0000000000000002
4662,Cutting punching and press machine setters operators and tenders metal and plastic,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1.0000000000000002
4663,Drilling and boring machine tool setters operators and tenders metal and plastic,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.0000000000000002
4664,Grinding lapping polishing and buffing machine tool setters operators and tenders metal and plastic,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.0000000000000002
4665,Lathe and turning machine tool setters operators and tenders metal and plastic,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.9999999999999997
4666,Milling and planing machine setters operators and tenders metal and plastic,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1.0000000000000002
4667,Machinists,Machinists,1.0
4668,Metal furnace operators tenders pourers and casters,"Pourers and Casters, Metal",0.7947168594032411
4669,Model makers and patternmakers metal and plastic,"Model Makers, Metal and Plastic",0.8684940286880496
4670,Molders and molding machine setters operators and tenders metal and plastic,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.6493967666683704
4671,Multiple machine tool setters operators and tenders metal and plastic,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.0000000000000002
4672,Tool and die makers,Tool and Die Makers,1.0000000000000002
4673,Welding soldering and brazing workers,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.8283169303360245
4674,Heat treating equipment setters operators and tenders metal and plastic,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1.0000000000000002
4675,Layout workers metal and plastic,"Layout Workers, Metal and Plastic",1.0
4676,Plating and coating machine setters operators and tenders metal and plastic,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0.869321226484487
4677,Tool grinders filers and sharpeners,"Tool Grinders, Filers, and Sharpeners",1.0
4678,Metal workers and plastic workers all other,"Layout Workers, Metal and Plastic",0.5589376059684472
4679,Prepress technicians and workers,Prepress Technicians and Workers,1.0000000000000002
4680,Printing workers except prepress technicians and workers,Prepress Technicians and Workers,0.7307186646392434
4681,Laundry and drycleaning workers,Laundry and Dry-Cleaning Workers,0.4130892641169059
4682,Pressers textile garment and related materials,"Pressers, Textile, Garment, and Related Materials",1.0
4683,Sewing machine operators,Sewing Machine Operators,1.0
4684,Shoe and leather workers and repairers,Shoe and Leather Workers and Repairers,1.0000000000000002
4685,Shoe machine operators and tenders,Shoe Machine Operators and Tenders,1.0000000000000002
4686,Tailors dressmakers and sewers,"Tailors, Dressmakers, and Custom Sewers",0.8128293858380296
4687,Textile bleaching and dyeing machine operators and tenders,Textile Bleaching and Dyeing Machine Operators and Tenders,1.0000000000000002
4688,Textile cutting machine setters operators and tenders,"Textile Cutting Machine Setters, Operators, and Tenders",1.0000000000000002
4689,Textile knitting and weaving machine setters operators and tenders,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.0000000000000002
4690,Textile winding twisting and drawing out machine setters operators and tenders,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.0
4691,Fabric and apparel patternmakers,Fabric and Apparel Patternmakers,1.0000000000000002
4692,Upholsterers,Upholsterers,1.0
4693,Miscellaneous textile apparel and furnishings workers including extruding and forming machine setters operators and tenders synthetic and glass fibers,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0.8004983580266967
4694,Cabinetmakers and bench carpenters,Cabinetmakers and Bench Carpenters,1.0
4695,Furniture finishers,Furniture Finishers,1.0
4696,Sawing machine setters operators and tenders wood,"Sawing Machine Setters, Operators, and Tenders, Wood",1.0000000000000002
4697,Woodworking machine setters operators and tenders except sawing,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.0
4698,Miscellaneous woodworkers including model makers and patternmakers,"Model Makers, Metal and Plastic",0.5051023888658546
4699,Power plant operators distributors and dispatchers,Power Distributors and Dispatchers,0.8636771763475458
4700,Stationary engineers and boiler operators,Stationary Engineers and Boiler Operators,1.0
4701,Water and wastewater treatment plant and system operators,Water and Wastewater Treatment Plant and System Operators,1.0
4702,Miscellaneous plant and system operators,Chemical Plant and System Operators,0.7500871711224125
4703,Chemical processing machine setters operators and tenders,Chemical Equipment Operators and Tenders,0.6238584464035057
4704,Crushing grinding polishing mixing and blending workers,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.6215436628930631
4705,Cutting workers,"Textile Cutting Machine Setters, Operators, and Tenders",0.49195887690754364
4706,Extruding forming pressing and compacting machine setters operators and tenders,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1.0
4707,Furnace kiln oven drier and kettle operators and tenders,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",1.0
4708,Inspectors testers sorters samplers and weighers,"Inspectors, Testers, Sorters, Samplers, and Weighers",1.0000000000000002
4709,Jewelers and precious stone and metal workers,Jewelers and Precious Stone and Metal Workers,1.0000000000000004
4710,Medical dental and ophthalmic laboratory technicians,Ophthalmic Laboratory Technicians,0.7775690174884949
4711,Packaging and filling machine operators and tenders,Packaging and Filling Machine Operators and Tenders,1.0
4712,Painting workers,"Painting, Coating, and Decorating Workers",0.5457513290758276
4713,Photographic process workers and processing machine operators,Photographic Process Workers and Processing Machine Operators,1.0
4714,Semiconductor processors,Semiconductor Processing Technicians,0.5746037160592703
4715,Adhesive bonding machine operators and tenders,Adhesive Bonding Machine Operators and Tenders,1.0000000000000002
4716,Cleaning washing and metal pickling equipment operators and tenders,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",1.0000000000000004
4717,Cooling and freezing equipment operators and tenders,Cooling and Freezing Equipment Operators and Tenders,1.0
4718,Etchers and engravers,Etchers and Engravers,1.0
4719,Molders shapers and casters except metal and plastic,"Molders, Shapers, and Casters, Except Metal and Plastic",1.0000000000000004
4720,Paper goods machine setters operators and tenders,"Paper Goods Machine Setters, Operators, and Tenders",1.0
4721,Tire builders,Tire Builders,1.0
4722,Production workers all other,Helpers--Production Workers,0.5449421326078258
4723,Supervisors of transportation and material moving workers,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,0.5910849510088619
4724,Aircraft pilots and flight engineers,"Airline Pilots, Copilots, and Flight Engineers",0.5497121679812816
4725,Air traffic controllers and airfield operations specialists,Air Traffic Controllers,0.7472455007227425
4726,Flight attendants,Flight Attendants,1.0
4727,Ambulance drivers and attendants except emergency medical technicians,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1.0
4728,Bus drivers,"Bus Drivers, Transit and Intercity",0.6194711776797484
4729,Driversales workers and truck drivers,Light Truck Drivers,0.48842645152936603
4730,Motor vehicle operators all other,Recreational Vehicle Service Technicians,0.32483393675122396
4731,Locomotive engineers and operators,Locomotive Engineers,0.9150814468198241
4732,Railroad brake signal and switch operators,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",0.7850020690055327
4733,Railroad conductors and yardmasters,Railroad Conductors and Yardmasters,1.0000000000000002
4734,Subway streetcar and other rail transportation workers,Subway and Streetcar Operators,0.7099306847058662
4735,Sailors and marine oilers,Sailors and Marine Oilers,1.0
4736,Ship and boat captains and operators,Ship Engineers,0.41297679848379154
4737,Ship engineers,Ship Engineers,1.0000000000000002
4738,Bridge and lock tenders,Bridge and Lock Tenders,1.0000000000000002
4739,Parking lot attendants,Parking Attendants,0.7301691339914256
4740,Automotive and watercraft service attendants,Automotive and Watercraft Service Attendants,1.0
4741,Transportation inspectors,Transportation Inspectors,1.0
4742,Transportation attendants except flight attendants,Flight Attendants,0.8200260664394328
4743,Other transportation workers,Transportation Engineers,0.5756484536771793
4744,Conveyor operators and tenders,Conveyor Operators and Tenders,1.0
4745,Crane and tower operators,Crane and Tower Operators,1.0000000000000002
4746,Dredge excavating and loading machine operators,Dredge Operators,0.5857396166265703
4747,Hoist and winch operators,Hoist and Winch Operators,1.0
4748,Industrial truck and tractor operators,Industrial Truck and Tractor Operators,0.9999999999999999
4749,Cleaners of vehicles and equipment,Cleaners of Vehicles and Equipment,1.0000000000000004
4750,Laborers and freight stock and material movers hand,"Laborers and Freight, Stock, and Material Movers, Hand",1.0000000000000002
4751,Machine feeders and offbearers,Machine Feeders and Offbearers,1.0000000000000002
4752,Packers and packagers hand,"Packers and Packagers, Hand",1.0000000000000002
4753,Pumping station operators,Gas Compressor and Gas Pumping Station Operators,0.5782957557582663
4754,Refuse and recyclable material collectors,Refuse and Recyclable Material Collectors,1.0000000000000002
4755,Mine shuttle car operators,Rail Car Repairers,0.3463624816612242
4756,Tank car truck and ship loaders,"Tank Car, Truck, and Ship Loaders",1.0
4757,Material moving workers all other,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,0.44346289082667845
4758,Chief executives,Chief Executives,1.0
4759,General and operations managers,General and Operations Managers,1.0000000000000002
4760,Advertising and promotions managers,Advertising and Promotions Managers,1.0000000000000002
4761,Marketing and sales managers,Marketing Managers,0.8337915019402367
4762,Public relations and fundraising managers,Public Relations Specialists,0.6524214552276155
4763,Administrative services managers,Administrative Services Managers,1.0
4764,Computer and information systems managers,Computer and Information Systems Managers,1.0
4765,Financial managers,Financial Managers,1.0
4766,Compensation and benefits managers,Compensation and Benefits Managers,1.0000000000000002
4767,Human resources managers,Human Resources Managers,1.0
4768,Training and development managers,Training and Development Managers,1.0000000000000002
4769,Industrial production managers,Industrial Production Managers,1.0
4770,Purchasing managers,Purchasing Managers,0.9999999999999998
4771,Transportation storage and distribution managers,"Transportation, Storage, and Distribution Managers",1.0
4772,Farmers ranchers and other agricultural managers,"Farmers, Ranchers, and Other Agricultural Managers",1.0000000000000002
4773,Construction managers,Construction Managers,1.0
4774,Education administrators,"Education Administrators, Postsecondary",0.8187131410520256
4775,Architectural and engineering managers,Architectural and Engineering Managers,1.0000000000000002
4776,Food service managers,Food Service Managers,1.0
4777,Funeral service managers,Funeral Home Managers,0.6783352822526546
4778,Gaming managers,Sales Managers,0.3392873923474356
4779,Lodging managers,Lodging Managers,1.0
4780,Medical and health services managers,Medical and Health Services Managers,1.0
4781,Natural sciences managers,Natural Sciences Managers,1.0
4782,Postmasters and mail superintendents,"Mail Clerks and Mail Machine Operators, Except Postal Service",0.3773887770369559
4783,Property real estate and community association managers,"Property, Real Estate, and Community Association Managers",1.0000000000000002
4784,Social and community service managers,Social and Community Service Managers,1.0000000000000002
4785,Emergency management directors,Emergency Management Directors,1.0
4786,Managers all other,Sales Managers,0.3696097589298694
4787,Agents and business managers of artists performers and athletes,"Agents and Business Managers of Artists, Performers, and Athletes",1.0
4788,Buyers and purchasing agents farm products,"Buyers and Purchasing Agents, Farm Products",1.0000000000000002
4789,Wholesale and retail buyers except farm products,"Wholesale and Retail Buyers, Except Farm Products",1.0
4790,Purchasing agents except wholesale retail and farm products,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1.0
4791,Claims adjusters appraisers examiners and investigators,"Claims Adjusters, Examiners, and Investigators",0.892927966236575
4792,Compliance officers,Compliance Officers,1.0000000000000002
4793,Cost estimators,Cost Estimators,1.0000000000000002
4794,Human resources workers,Human Resources Managers,0.8591305019818227
4795,Compensation benefits and job analysis specialists,"Compensation, Benefits, and Job Analysis Specialists",1.0
4796,Training and development specialists,Training and Development Specialists,1.0000000000000002
4797,Logisticians,Logisticians,1.0
4798,Management analysts,Management Analysts,1.0
4799,Meeting convention and event planners,"Meeting, Convention, and Event Planners",1.0
4800,Fundraisers,Fundraisers,1.0
4801,Market research analysts and marketing specialists,Market Research Analysts and Marketing Specialists,1.0000000000000002
4802,Business operations specialists all other,Airfield Operations Specialists,0.4741048259618431
4803,Accountants and auditors,Accountants and Auditors,1.0
4804,Appraisers and assessors of real estate,Appraisers and Assessors of Real Estate,1.0
4805,Budget analysts,Budget Analysts,1.0
4806,Credit analysts,Credit Analysts,1.0000000000000002
4807,Financial analysts,Financial Quantitative Analysts,0.6312311483694615
4808,Personal financial advisors,Personal Financial Advisors,1.0000000000000002
4809,Insurance underwriters,Insurance Underwriters,1.0
4810,Financial examiners,Financial Examiners,1.0
4811,Credit counselors and loan officers,Credit Counselors,0.7193326010255139
4812,Tax examiners and collectors and revenue agents,"Tax Examiners and Collectors, and Revenue Agents",1.0000000000000002
4813,Tax preparers,Tax Preparers,1.0000000000000002
4814,Financial specialists all other,Financial Managers,0.4781371863912042
4815,Computer and information research scientists,Computer and Information Research Scientists,1.0000000000000002
4816,Computer systems analysts,Computer Systems Analysts,1.0000000000000004
4817,Information security analysts,Information Security Analysts,1.0
4818,Computer programmers,Computer Programmers,1.0
4819,Software developers applications and systems software,Software Quality Assurance Analysts and Testers,0.3467228158548382
4820,Web developers,Web Developers,1.0000000000000002
4821,Computer support specialists,Computer Network Support Specialists,0.801152998211987
4822,Database administrators,Database Administrators,1.0
4823,Network and computer systems administrators,Network and Computer Systems Administrators,1.0000000000000002
4824,Computer network architects,Computer Network Architects,1.0
4825,Actuaries,Actuaries,1.0
4826,Mathematicians,Mathematicians,1.0
4827,Operations research analysts,Operations Research Analysts,1.0
4828,Statisticians,Statisticians,1.0
4829,Architects except naval,"Architects, Except Landscape and Naval",0.7983719378548353
4830,Surveyors cartographers and photogrammetrists,Cartographers and Photogrammetrists,0.8228126241379894
4831,Aerospace engineers,Aerospace Engineers,1.0
4832,Agricultural engineers,Agricultural Engineers,1.0000000000000002
4833,Biomedical engineers,Bioengineers and Biomedical Engineers,0.7181367618998216
4834,Chemical engineers,Chemical Engineers,1.0
4835,Civil engineers,Civil Engineers,1.0
4836,Computer hardware engineers,Computer Hardware Engineers,1.0
4837,Electrical and electronics engineers,Electrical Engineers,0.7515490803265313
4838,Environmental engineers,Environmental Engineers,1.0000000000000002
4839,Industrial engineers including health and safety,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.6434148506298756
4840,Marine engineers and naval architects,Marine Engineers and Naval Architects,1.0000000000000002
4841,Materials engineers,Materials Engineers,1.0
4842,Mechanical engineers,Mechanical Engineers,1.0
4843,Mining and geological engineers including mining safety engineers,"Mining and Geological Engineers, Including Mining Safety Engineers",1.0
4844,Nuclear engineers,Nuclear Engineers,1.0
4845,Petroleum engineers,Petroleum Engineers,1.0000000000000002
4846,Engineers all other,Sales Engineers,0.39211122589104425
4847,Drafters,Mechanical Drafters,0.6831504924112921
4848,Engineering technicians except drafters,Automotive Engineering Technicians,0.5164133799321178
4849,Surveying and mapping technicians,Surveying and Mapping Technicians,1.0
4850,Agricultural and food scientists,Food Scientists and Technologists,0.637855208331819
4851,Biological scientists,Biological Technicians,0.6886448989662532
4852,Conservation scientists and foresters,Conservation Scientists,0.7399173304552942
4853,Medical scientists,"Medical Scientists, Except Epidemiologists",0.5828237945471899
4854,Life scientists all other,Animal Scientists,0.3212147287554923
4855,Astronomers and physicists,Astronomers,0.6984036707053972
4856,Atmospheric and space scientists,Atmospheric and Space Scientists,1.0
4857,Chemists and materials scientists,Materials Scientists,0.719391524229903
4858,Environmental scientists and geoscientists,"Environmental Scientists and Specialists, Including Health",0.5098466487621458
4859,Physical scientists all other,Physical Therapists,0.4632431824163994
4860,Economists,Economists,1.0
4861,Survey researchers,Survey Researchers,1.0000000000000002
4862,Psychologists,School Psychologists,0.7485641654266626
4863,Urban and regional planners,Urban and Regional Planners,1.0000000000000002
4864,Miscellaneous social scientists and related workers including sociologists,Sociologists,0.5259571584923403
4865,Agricultural and food science technicians,Food Science Technicians,0.8367657884266988
4866,Biological technicians,Biological Technicians,1.0000000000000002
4867,Chemical technicians,Chemical Technicians,1.0000000000000002
4868,Geological and petroleum technicians,Petroleum Engineers,0.5509457918717627
4869,Nuclear technicians,Nuclear Technicians,1.0000000000000002
4870,Social science research assistants,Social Science Research Assistants,1.0000000000000002
4871,Miscellaneous life physical and social science technicians,Food Science Technicians,0.43216125105844466
4872,Counselors,Credit Counselors,0.6916233721809506
4873,Social workers,Healthcare Social Workers,0.6628202289373267
4874,Probation officers and correctional treatment specialists,Probation Officers and Correctional Treatment Specialists,1.0000000000000002
4875,Social and human service assistants,Social and Human Service Assistants,1.0000000000000002
