Occupation Name,Task Description,Importance,Verb-Noun Pairs
"Psychology Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.
Related occupations",80,"[('prepare', 'material')]"
"Psychology Teachers, Postsecondary","Supervise undergraduate or graduate teaching, internship, and research work.
Related occupations",79,"[('supervise', 'undergraduate')]"
"Psychology Teachers, Postsecondary","Recruit and hire new faculty.
Related occupations",76,"[('hire', 'faculty')]"
"Psychology Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.
Related occupations",75,[]
"Psychology Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.
Related occupations",73,"[('publish', 'finding')]"
"Psychology Teachers, Postsecondary","Develop and use multimedia course materials and other current technology, such as online courses.
Related occupations",69,"[('use', 'material')]"
"Psychology Teachers, Postsecondary","Maintain regularly scheduled office hours to advise and assist students.
Related occupations",67,"[('maintain', 'hour'), ('assist', 'student')]"
"Psychology Teachers, Postsecondary","Perform administrative duties, such as serving as department head.
Related occupations",65,"[('perform', 'duty')]"
"Psychology Teachers, Postsecondary","Collaborate with colleagues to address teaching and research issues.
Related occupations",65,"[('address', 'issue')]"
"Psychology Teachers, Postsecondary","Advise students on academic and vocational curricula and on career issues.
Related occupations",64,[]
"Psychology Teachers, Postsecondary","Write grant proposals to procure external research funding.
Related occupations",63,"[('write', 'proposal'), ('procure', 'funding')]"
"Psychology Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.
Related occupations",61,"[('maintain', 'record')]"
"Psychology Teachers, Postsecondary","Write letters of recommendation for students.
Related occupations",61,"[('write', 'letter')]"
"Psychology Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Related occupations",61,[]
"Psychology Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.
Related occupations",60,[]
"Psychology Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks.
Related occupations",59,"[('obtain', 'material')]"
"Psychology Teachers, Postsecondary","Supervise students' laboratory work.
Related occupations",78,[]
"Psychology Teachers, Postsecondary","Supervise the clinical work of practicum students.
Related occupations",75,"[('supervise', 'work')]"
"Psychology Teachers, Postsecondary","Provide clinical services to clients, such as assessing psychological problems and conducting psychotherapy.
Related occupations",71,"[('provide', 'service'), ('assess', 'problem'), ('conduct', 'psychotherapy')]"
"Psychology Teachers, Postsecondary","Review books and journal articles for potential publication.
Related occupations",48,[]
"Psychology Teachers, Postsecondary","Compile bibliographies of specialized materials for outside reading assignments.
Related occupations",45,[]
"Psychology Teachers, Postsecondary","Act as advisers to student organizations.
Related occupations",42,[]
"Psychology Teachers, Postsecondary","Participate in campus and community events.
Related occupations",41,[]
"Psychology Teachers, Postsecondary","Provide professional consulting services to government or industry.
Related occupations",36,"[('provide', 'service')]"
Public Relations Specialists,"Respond to requests for information from the media or designate an appropriate spokesperson or information source.
Related occupations",89,"[('designate', 'spokesperson')]"
Public Relations Specialists,"Plan or direct development or communication of programs to maintain favorable public or stockholder perceptions of an organization's accomplishments, agenda, or environmental responsibility.
Related occupations",85,"[('maintain', 'perception')]"
Public Relations Specialists,"Post and update content on the company's Web site and social media outlets.
Related occupations",85,"[('update', 'content')]"
Public Relations Specialists,"Write press releases or other media communications to promote clients.
Related occupations",85,"[('write', 'release'), ('promote', 'client')]"
Public Relations Specialists,"Establish or maintain cooperative relationships with representatives of community, consumer, employee, or public interest groups.
Related occupations",81,"[('maintain', 'relationship')]"
Public Relations Specialists,"Confer with other managers to identify trends or key group interests or concerns or to provide advice on business decisions.
Related occupations",80,"[('identify', 'trend'), ('provide', 'advice')]"
Public Relations Specialists,"Coach client representatives in effective communication with the public or with employees.
Related occupations",79,[]
Public Relations Specialists,"Study the objectives, promotional policies, or needs of organizations to develop public relations strategies that will influence public opinion or promote ideas, products, or services.
Related occupations",78,"[('study', 'objective'), ('develop', 'strategy'), ('influence', 'opinion'), ('promote', 'idea')]"
Public Relations Specialists,"Prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences.
Related occupations",73,"[('edit', 'publication')]"
Public Relations Specialists,"Arrange public appearances, lectures, contests, or exhibits for clients to increase product or service awareness or to promote goodwill.
Related occupations",72,"[('arrange', 'appearance'), ('arrange', 'lecture'), ('increase', 'awareness'), ('promote', 'goodwill')]"
Public Relations Specialists,"Plan or conduct market or public opinion research to test products or determine potential for product success, communicating results to client or management.
Related occupations",69,"[('conduct', 'market'), ('test', 'product'), ('determine', 'potential'), ('communicate', 'result')]"
Public Relations Specialists,"Develop plans or materials to communicate organizational activities that are beneficial to the environment, public safety, or other important social issues.
Related occupations",69,"[('develop', 'plan'), ('communicate', 'activity')]"
Public Relations Specialists,"Confer with production or support personnel to produce or coordinate production of advertisements or promotions.
Related occupations",63,"[('coordinate', 'production')]"
Public Relations Specialists,"Consult with advertising agencies or staff to arrange promotional campaigns in all types of media for products, organizations, or individuals.
Related occupations",60,"[('arrange', 'campaign')]"
Public Relations Specialists,"Prepare or deliver speeches to further public relations objectives.
Related occupations",59,"[('deliver', 'speech'), ('further', 'objective')]"
Public Relations Specialists,"Coordinate public responses to environmental management incidents or conflicts.
Related occupations",66,"[('coordinate', 'response')]"
Public Relations Specialists,"Develop marketing campaigns for environmental technologies or services.
Related occupations",46,"[('develop', 'campaign')]"
Public Relations Specialists,"Purchase advertising space or time as required to promote client's product or agenda.
Related occupations",45,"[('promote', 'product')]"
Public Safety Telecommunicators,"Provide emergency medical instructions to callers.
Related occupations",99,"[('provide', 'instruction')]"
Public Safety Telecommunicators,"Question callers to determine their locations and the nature of their problems to determine type of response needed.
Related occupations",97,"[('determine', 'location'), ('determine', 'type')]"
Public Safety Telecommunicators,"Determine response requirements and relative priorities of situations, and dispatch units in accordance with established procedures.
Related occupations",96,[]
Public Safety Telecommunicators,"Receive incoming telephone or alarm system calls regarding emergency and non-emergency police and fire service, emergency ambulance service, information, and after-hours calls for departments within a city.
Related occupations",94,"[('receive', 'call')]"
Public Safety Telecommunicators,"Relay information and messages to and from emergency sites, to law enforcement agencies, and to all other individuals or groups requiring notification.
Related occupations",93,"[('require', 'notification')]"
Public Safety Telecommunicators,"Record details of calls, dispatches, and messages.
Related occupations",93,[]
Public Safety Telecommunicators,"Monitor various radio frequencies, such as those used by public works departments, school security, and civil defense, to stay apprised of developing situations.
Related occupations",92,"[('monitor', 'frequency')]"
Public Safety Telecommunicators,"Read and effectively interpret small-scale maps and information from a computer screen to determine locations and provide directions.
Related occupations",91,"[('interpret', 'map'), ('determine', 'location'), ('provide', 'direction')]"
Public Safety Telecommunicators,"Maintain access to, and security of, highly sensitive materials.
Related occupations",90,"[('maintain', 'access')]"
Public Safety Telecommunicators,"Enter, update, and retrieve information from teletype networks and computerized data systems regarding such things as wanted persons, stolen property, vehicle registration, and stolen vehicles.
Related occupations",89,"[('retrieve', 'information')]"
Public Safety Telecommunicators,"Scan status charts and computer screens, and contact emergency response field units to determine emergency units available for dispatch.
Related occupations",88,"[('determine', 'unit')]"
Public Safety Telecommunicators,"Answer routine inquiries, and refer calls not requiring dispatches to appropriate departments and agencies.
Related occupations",87,"[('answer', 'inquiry'), ('refer', 'call'), ('require', 'dispatch')]"
Public Safety Telecommunicators,"Learn material and pass required tests for certification.
Related occupations",85,"[('learn', 'material'), ('pass', 'test')]"
Public Safety Telecommunicators,"Observe alarm registers and scan maps to determine whether a specific emergency is in the dispatch service area.
Related occupations",83,[]
Public Safety Telecommunicators,"Maintain files of information relating to emergency calls, such as personnel rosters and emergency call-out and pager files.
Related occupations",80,"[('maintain', 'file')]"
Public Safety Telecommunicators,"Test and adjust communication and alarm systems, and report malfunctions to maintenance units.
Related occupations",75,"[('adjust', 'system'), ('report', 'malfunction')]"
Public Safety Telecommunicators,"Operate and maintain mobile dispatch vehicles and equipment.
Related occupations",90,"[('maintain', 'vehicle')]"
Public Safety Telecommunicators,"Monitor alarm systems to detect emergencies, such as fires and illegal entry into establishments.
Related occupations",83,"[('monitor', 'system'), ('detect', 'emergency')]"
"Pump Operators, Except Wellhead Pumpers","Monitor gauges and flowmeters and inspect equipment to ensure that tank levels, temperatures, chemical amounts, and pressures are at specified levels, reporting abnormalities as necessary.
Related occupations",87,"[('monitor', 'gauge'), ('inspect', 'equipment'), ('ensure', 'level'), ('report', 'abnormality')]"
"Pump Operators, Except Wellhead Pumpers","Record operating data such as products and quantities pumped, stocks used, gauging results, and operating times.
Related occupations",85,"[('use', 'result')]"
"Pump Operators, Except Wellhead Pumpers","Plan movement of products through lines to processing, storage, and shipping units, using knowledge of interconnections and capacities of pipelines, valve manifolds, pumps, and tankage.
Related occupations",85,"[('use', 'knowledge')]"
"Pump Operators, Except Wellhead Pumpers","Turn valves and start pumps to start or regulate flows of substances such as gases, liquids, slurries, or powdered materials.
Related occupations",84,"[('start', 'pump'), ('regulate', 'flow')]"
"Pump Operators, Except Wellhead Pumpers","Communicate with other workers, using signals, radios, or telephones, to start and stop flows of materials or substances.
Related occupations",84,"[('use', 'signal'), ('stop', 'flow')]"
"Pump Operators, Except Wellhead Pumpers","Connect hoses and pipelines to pumps and vessels prior to material transfer, using hand tools.
Related occupations",81,"[('connect', 'hose'), ('use', 'tool')]"
"Pump Operators, Except Wellhead Pumpers","Tend vessels that store substances such as gases, liquids, slurries, or powdered materials, checking levels of substances by using calibrated rods or by reading mercury gauges and tank charts.
Related occupations",80,"[('tend', 'vessel'), ('check', 'level'), ('use', 'rod'), ('read', 'gauge')]"
"Pump Operators, Except Wellhead Pumpers","Clean, lubricate, and repair pumps and vessels, using hand tools and equipment.
Related occupations",79,"[('use', 'tool')]"
"Pump Operators, Except Wellhead Pumpers","Read operating schedules or instructions or receive verbal orders to determine amounts to be pumped.
Related occupations",76,"[('read', 'schedule'), ('receive', 'order'), ('determine', 'amount')]"
"Pump Operators, Except Wellhead Pumpers","Test materials and solutions, using testing equipment.
Related occupations",71,"[('use', 'equipment')]"
"Pump Operators, Except Wellhead Pumpers","Tend auxiliary equipment such as water treatment and refrigeration units, and heat exchangers.
Related occupations",75,"[('tend', 'equipment')]"
"Pump Operators, Except Wellhead Pumpers","Add chemicals and solutions to tanks to ensure that specifications are met.
Related occupations",74,"[('add', 'chemical')]"
"Pump Operators, Except Wellhead Pumpers","Collect and deliver sample solutions for laboratory analysis.
Related occupations",74,"[('deliver', 'solution')]"
"Pump Operators, Except Wellhead Pumpers","Pump two or more materials into one tank to blend mixtures.
Related occupations",73,"[('pump', 'material'), ('blend', 'mixture')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Monitor and follow applicable laws and regulations.
Related occupations",89,"[('follow', 'law')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Prepare purchase orders, solicit bid proposals, and review requisitions for goods and services.
Related occupations",89,"[('prepare', 'order'), ('review', 'requisition')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Negotiate, renegotiate, and administer contracts with suppliers, vendors, and other representatives.
Related occupations",88,"[('administer', 'contract')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Purchase the highest quality merchandise at the lowest possible price and in correct amounts.
Related occupations",88,"[('purchase', 'merchandise')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Analyze price proposals, financial reports, and other data and information to determine reasonable prices.
Related occupations",84,"[('determine', 'price')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Formulate policies and procedures for bid proposals and procurement of goods and services.
Related occupations",76,"[('formulate', 'policy')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Hire, train, or supervise purchasing clerks, buyers, and expediters.
Related occupations",75,"[('supervise', 'clerk')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.
Related occupations",75,[]
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Research and evaluate suppliers, based on price, quality, selection, service, support, availability, reliability, production and distribution capabilities, and the supplier's reputation and history.
Related occupations",75,"[('evaluate', 'supplier')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Confer with staff, users, and vendors to discuss defective or unacceptable goods or services and determine corrective action.
Related occupations",75,"[('discuss', 'good'), ('determine', 'action')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Evaluate and monitor contract performance to ensure compliance with contractual obligations and to determine need for changes.
Related occupations",72,"[('monitor', 'performance'), ('ensure', 'compliance'), ('determine', 'need')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Monitor shipments to ensure that goods come in on time, and resolve problems related to undelivered goods.
Related occupations",69,"[('monitor', 'shipment'), ('resolve', 'problem')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Study sales records and inventory levels of current stock to develop strategic purchasing programs that facilitate employee access to supplies.
Related occupations",67,"[('develop', 'program'), ('facilitate', 'access')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Write and review product specifications, maintaining a working technical knowledge of the goods or services to be purchased.
Related occupations",63,"[('maintain', 'knowledge')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Review catalogs, industry periodicals, directories, trade journals, and Internet sites and consult with other department personnel to locate necessary goods and services.
Related occupations",59,"[('locate', 'good')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Monitor changes affecting supply and demand, tracking market conditions, price trends, or futures markets.
Related occupations",56,"[('monitor', 'change'), ('affect', 'supply'), ('track', 'condition')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Interview vendors and visit suppliers' plants and distribution centers to examine and learn about products, services, and prices.
Related occupations",56,"[('visit', 'center')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Arrange the payment of duty and freight charges.
Related occupations",54,"[('arrange', 'payment')]"
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Attend meetings, trade shows, conferences, conventions, and seminars to network with people in other purchasing departments.
Related occupations",50,"[('attend', 'meeting')]"
Purchasing Managers,"Develop and implement purchasing and contract management instructions, policies, and procedures.
Related occupations",89,"[('implement', 'instruction')]"
Purchasing Managers,"Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.
Related occupations",88,"[('determine', 'availability')]"
Purchasing Managers,"Prepare bid awards requiring board approval.
Related occupations",81,"[('bid', 'award'), ('require', 'approval')]"
Purchasing Managers,"Direct and coordinate activities of personnel engaged in buying, selling, and distributing materials, equipment, machinery, and supplies.
Related occupations",80,"[('distribute', 'material')]"
Purchasing Managers,"Review purchase order claims and contracts for conformance to company policy.
Related occupations",80,[]
Purchasing Managers,"Review, evaluate, and approve specifications for issuing and awarding bids.
Related occupations",80,"[('approve', 'specification')]"
Purchasing Managers,"Administer online purchasing systems.
Related occupations",78,"[('administer', 'system')]"
Purchasing Managers,"Prepare and process requisitions and purchase orders for supplies and equipment.
Related occupations",78,[]
Purchasing Managers,"Interview and hire staff, and oversee staff training.
Related occupations",78,"[('hire', 'staff'), ('oversee', 'training')]"
Purchasing Managers,"Develop cost reduction strategies and savings plans.
Related occupations",78,"[('develop', 'strategy')]"
Purchasing Managers,"Control purchasing department budgets.
Related occupations",78,[]
Purchasing Managers,"Resolve vendor or contractor grievances and claims against suppliers.
Related occupations",77,"[('resolve', 'vendor')]"
Purchasing Managers,"Analyze market and delivery systems to assess present and future material availability.
Related occupations",76,"[('analyze', 'system'), ('assess', 'availability')]"
Purchasing Managers,"Participate in the development of specifications for equipment, products, or substitute materials.
Related occupations",75,[]
Purchasing Managers,"Maintain records of goods ordered and received.
Related occupations",75,"[('maintain', 'record')]"
Purchasing Managers,"Represent companies in negotiating contracts and formulating policies with suppliers.
Related occupations",75,"[('negotiate', 'contract')]"
Purchasing Managers,"Prepare reports regarding market conditions and merchandise costs.
Related occupations",56,[]
Purchasing Managers,"Arrange for disposal of surplus materials.
Related occupations",53,[]
Quality Control Analysts,"Conduct routine and non-routine analyses of in-process materials, raw materials, environmental samples, finished goods, or stability samples.
Related occupations",84,"[('conduct', 'analysis')]"
Quality Control Analysts,"Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release.
Related occupations",84,"[('interpret', 'result'), ('make', 'recommendation')]"
Quality Control Analysts,"Calibrate, validate, or maintain laboratory equipment.
Related occupations",82,"[('maintain', 'equipment')]"
Quality Control Analysts,"Ensure that lab cleanliness and safety standards are maintained.
Related occupations",80,[]
Quality Control Analysts,"Perform visual inspections of finished products.
Related occupations",80,"[('perform', 'inspection')]"
Quality Control Analysts,"Complete documentation needed to support testing procedures, including data capture forms, equipment logbooks, or inventory forms.
Related occupations",80,"[('support', 'procedure')]"
Quality Control Analysts,"Compile laboratory test data and perform appropriate analyses.
Related occupations",79,"[('perform', 'analysis')]"
Quality Control Analysts,"Identify and troubleshoot equipment problems.
Related occupations",79,[]
Quality Control Analysts,"Write technical reports or documentation, such as deviation reports, testing protocols, and trend analyses.
Related occupations",78,"[('write', 'report'), ('trend', 'analysis')]"
Quality Control Analysts,"Investigate or report questionable test results.
Related occupations",77,"[('report', 'result')]"
Quality Control Analysts,"Monitor testing procedures to ensure that all tests are performed according to established item specifications, standard test methods, or protocols.
Related occupations",75,"[('monitor', 'procedure')]"
Quality Control Analysts,"Identify quality problems and recommend solutions.
Related occupations",72,"[('identify', 'problem'), ('recommend', 'solution')]"
Quality Control Analysts,"Participate in out-of-specification and failure investigations and recommend corrective actions.
Related occupations",72,"[('recommend', 'action')]"
Quality Control Analysts,"Receive and inspect raw materials.
Related occupations",72,"[('inspect', 'material')]"
Quality Control Analysts,"Train other analysts to perform laboratory procedures and assays.
Related occupations",70,"[('train', 'analyst'), ('perform', 'procedure')]"
Quality Control Analysts,"Supply quality control data necessary for regulatory submissions.
Related occupations",69,[]
Quality Control Analysts,"Serve as a technical liaison between quality control and other departments, vendors, or contractors.
Related occupations",69,[]
Quality Control Analysts,"Write or revise standard quality control operating procedures.
Related occupations",66,"[('revise', 'procedure')]"
Quality Control Analysts,"Participate in internal assessments and audits as required.
Related occupations",66,[]
Quality Control Analysts,"Perform validations or transfers of analytical methods in accordance with applicable policies or guidelines.
Related occupations",66,"[('perform', 'validation')]"
Quality Control Analysts,"Evaluate analytical methods and procedures to determine how they might be improved.
Related occupations",60,"[('evaluate', 'method')]"
Quality Control Analysts,"Prepare or review required method transfer documentation including technical transfer protocols or reports.
Related occupations",65,"[('require', 'documentation')]"
Quality Control Analysts,"Review data from contract laboratories to ensure accuracy and regulatory compliance.
Related occupations",64,"[('ensure', 'accuracy')]"
Quality Control Analysts,"Develop and qualify new testing methods.
Related occupations",63,"[('qualify', 'method')]"
Quality Control Analysts,"Coordinate testing with contract laboratories and vendors.
Related occupations",54,[]
Quality Control Analysts,"Evaluate new technologies and methods to make recommendations regarding their use.
Related occupations",49,"[('evaluate', 'technology'), ('make', 'recommendation')]"
Quality Control Systems Managers,"Stop production if serious product defects are present.
Related occupations",90,"[('stop', 'production')]"
Quality Control Systems Managers,"Review and update standard operating procedures or quality assurance manuals.
Related occupations",84,"[('update', 'procedure')]"
Quality Control Systems Managers,"Monitor performance of quality control systems to ensure effectiveness and efficiency.
Related occupations",83,"[('monitor', 'performance'), ('ensure', 'effectiveness')]"
Quality Control Systems Managers,"Review quality documentation necessary for regulatory submissions and inspections.
Related occupations",81,"[('review', 'documentation')]"
Quality Control Systems Managers,"Analyze quality control test results and provide feedback and interpretation to production management or staff.
Related occupations",81,"[('analyze', 'result'), ('provide', 'feedback')]"
Quality Control Systems Managers,"Verify that raw materials, purchased parts or components, in-process samples, and finished products meet established testing and inspection standards.
Related occupations",81,"[('verify', 'material'), ('meet', 'standard')]"
Quality Control Systems Managers,"Oversee workers including supervisors, inspectors, or laboratory workers engaged in testing activities.
Related occupations",80,[]
Quality Control Systems Managers,"Direct product testing activities throughout production cycles.
Related occupations",79,[]
Quality Control Systems Managers,"Instruct staff in quality control and analytical procedures.
Related occupations",78,"[('instruct', 'staff')]"
Quality Control Systems Managers,"Direct the tracking of defects, test results, or other regularly reported quality control data.
Related occupations",78,"[('direct', 'tracking')]"
Quality Control Systems Managers,"Participate in the development of product specifications.
Related occupations",77,[]
Quality Control Systems Managers,"Identify quality problems or areas for improvement and recommend solutions.
Related occupations",76,"[('identify', 'problem'), ('recommend', 'solution')]"
Quality Control Systems Managers,"Collect and analyze production samples to evaluate quality.
Related occupations",76,"[('analyze', 'sample'), ('evaluate', 'quality')]"
Quality Control Systems Managers,"Produce reports regarding nonconformance of products or processes, daily production quality, root cause analyses, or quality trends.
Related occupations",73,"[('produce', 'report')]"
Quality Control Systems Managers,"Communicate quality control information to all relevant organizational departments, outside vendors, or contractors.
Related occupations",73,"[('communicate', 'information')]"
Quality Control Systems Managers,"Monitor development of new products to help identify possible problems for mass production.
Related occupations",71,"[('monitor', 'development'), ('identify', 'problem')]"
Quality Control Systems Managers,"Identify critical points in the manufacturing process and specify sampling procedures to be used at these points.
Related occupations",71,"[('identify', 'point'), ('specify', 'procedure')]"
Quality Control Systems Managers,"Create and implement inspection and testing criteria or procedures.
Related occupations",70,"[('implement', 'criterion')]"
Quality Control Systems Managers,"Document testing procedures, methodologies, or criteria.
Related occupations",70,[]
Quality Control Systems Managers,"Review statistical studies, technological advances, or regulatory standards and trends to stay abreast of issues in the field of quality control.
Related occupations",66,"[('review', 'study')]"
Quality Control Systems Managers,"Coordinate the selection and implementation of quality control equipment, such as inspection gauges.
Related occupations",65,"[('coordinate', 'selection')]"
Quality Control Systems Managers,"Generate and maintain quality control operating budgets.
Related occupations",64,"[('maintain', 'budget')]"
Quality Control Systems Managers,"Instruct vendors or contractors on quality guidelines, testing procedures, or ways to eliminate deficiencies.
Related occupations",63,"[('instruct', 'vendor'), ('eliminate', 'deficiency')]"
Quality Control Systems Managers,"Confer with marketing and sales departments to define client requirements and expectations.
Related occupations",57,"[('define', 'requirement')]"
Quality Control Systems Managers,"Evaluate new testing and sampling methodologies or technologies to determine usefulness.
Related occupations",57,"[('evaluate', 'testing'), ('sample', 'methodology'), ('determine', 'usefulness')]"
Quality Control Systems Managers,"Review and approve quality plans submitted by contractors.
Related occupations",56,"[('approve', 'plan')]"
Quality Control Systems Managers,"Audit and inspect subcontractor facilities including external laboratories.
Related occupations",59,"[('inspect', 'facility')]"
Radiation Therapists,"Position patients for treatment with accuracy, according to prescription.
Related occupations",97,[]
Radiation Therapists,"Administer prescribed doses of radiation to specific body parts, using radiation therapy equipment according to established practices and standards.
Related occupations",97,"[('prescribe', 'dose'), ('use', 'equipment')]"
Radiation Therapists,"Follow principles of radiation protection for patient, self, and others.
Related occupations",96,"[('follow', 'principle')]"
Radiation Therapists,"Review prescription, diagnosis, patient chart, and identification.
Related occupations",96,[]
Radiation Therapists,"Conduct most treatment sessions independently, in accordance with the long-term treatment plan and under the general direction of the patient's physician.
Related occupations",95,"[('conduct', 'session')]"
Radiation Therapists,"Enter data into computer and set controls to operate or adjust equipment or regulate dosage.
Related occupations",95,"[('enter', 'datum'), ('set', 'control'), ('adjust', 'equipment'), ('regulate', 'dosage')]"
Radiation Therapists,"Check radiation therapy equipment to ensure proper operation.
Related occupations",94,"[('check', 'equipment'), ('ensure', 'operation')]"
Radiation Therapists,"Observe and reassure patients during treatment and report unusual reactions to physician or turn equipment off if unexpected adverse reactions occur.
Related occupations",92,"[('reassure', 'patient'), ('report', 'reaction'), ('turn', 'equipment')]"
Radiation Therapists,"Educate, prepare, and reassure patients and their families by answering questions, providing physical assistance, and reinforcing physicians' advice regarding treatment reactions or post-treatment care.
Related occupations",91,"[('reassure', 'patient'), ('answer', 'question'), ('provide', 'assistance'), ('reinforce', 'advice')]"
Radiation Therapists,"Maintain records, reports, or files as required, including such information as radiation dosages, equipment settings, or patients' reactions.
Related occupations",91,"[('maintain', 'record')]"
Radiation Therapists,"Check for side effects, such as skin irritation, nausea, or hair loss to assess patients' reaction to treatment.
Related occupations",89,"[('assess', 'reaction')]"
Radiation Therapists,"Prepare or construct equipment, such as immobilization, treatment, or protection devices.
Related occupations",89,"[('construct', 'equipment')]"
Radiation Therapists,"Help physicians, radiation oncologists, or clinical physicists to prepare physical or technical aspects of radiation treatment plans, using information about patient condition and anatomy.
Related occupations",87,"[('help', 'physician'), ('prepare', 'aspect'), ('use', 'information')]"
Radiation Therapists,"Calculate actual treatment dosages delivered during each session.
Related occupations",87,"[('calculate', 'dosage')]"
Radiation Therapists,"Photograph treated area of patient and process film.
Related occupations",86,[]
Radiation Therapists,"Act as liaison with physicist and supportive care personnel.
Related occupations",86,[]
Radiation Therapists,"Schedule patients for treatment times.
Related occupations",79,[]
Radiation Therapists,"Provide assistance to other healthcare personnel during dosimetry procedures and tumor localization.
Related occupations",79,"[('provide', 'assistance')]"
Radiation Therapists,"Train or supervise student or subordinate radiotherapy technologists.
Related occupations",75,"[('supervise', 'student')]"
Radiation Therapists,"Implement appropriate follow-up care plans.
Related occupations",80,"[('implement', 'plan')]"
Radiation Therapists,"Store, sterilize, or prepare the special applicators containing the radioactive substance implanted by the physician.
Related occupations",74,"[('prepare', 'applicator'), ('contain', 'substance')]"
Radiation Therapists,"Assist in the preparation of sealed radioactive materials, such as cobalt, radium, cesium, or isotopes, for use in radiation treatments.
Related occupations",69,[]
Radio Frequency Identification Device Specialists,"Identify operational requirements for new systems to inform selection of technological solutions.
Related occupations",79,"[('identify', 'requirement'), ('inform', 'selection')]"
Radio Frequency Identification Device Specialists,"Integrate tags, readers, or software in radio frequency identification device (RFID) designs.
Related occupations",79,"[('integrate', 'tag')]"
Radio Frequency Identification Device Specialists,"Perform systems analysis or programming of radio frequency identification device (RFID) technology.
Related occupations",77,"[('perform', 'analysis')]"
Radio Frequency Identification Device Specialists,"Test radio frequency identification device (RFID) software to ensure proper functioning.
Related occupations",73,"[('ensure', 'functioning')]"
Radio Frequency Identification Device Specialists,"Select appropriate radio frequency identification device (RFID) tags and determine placement locations.
Related occupations",71,"[('determine', 'location')]"
Radio Frequency Identification Device Specialists,"Perform site analyses to determine system configurations, processes to be impacted, or on-site obstacles to technology implementation.
Related occupations",71,"[('determine', 'configuration')]"
Radio Frequency Identification Device Specialists,"Perform acceptance testing on newly installed or updated systems.
Related occupations",70,"[('perform', 'testing')]"
Radio Frequency Identification Device Specialists,"Determine means of integrating radio frequency identification device (RFID) into other applications.
Related occupations",70,"[('integrate', 'device')]"
Radio Frequency Identification Device Specialists,"Provide technical support for radio frequency identification device (RFID) technology.
Related occupations",70,"[('provide', 'support')]"
Radio Frequency Identification Device Specialists,"Collect data about existing client hardware, software, networking, or key business processes to inform implementation of radio frequency identification device (RFID) technology.
Related occupations",70,"[('collect', 'datum'), ('inform', 'implementation')]"
Radio Frequency Identification Device Specialists,"Install, test, or maintain radio frequency identification device (RFID) systems.
Related occupations",69,"[('maintain', 'device'), ('maintain', 'occupation')]"
Radio Frequency Identification Device Specialists,"Test tags or labels to ensure readability.
Related occupations",69,"[('test', 'tag'), ('ensure', 'readability')]"
Radio Frequency Identification Device Specialists,"Determine usefulness of new radio frequency identification device (RFID) technologies.
Related occupations",69,"[('determine', 'usefulness')]"
Radio Frequency Identification Device Specialists,"Verify compliance of developed applications with architectural standards and established practices.
Related occupations",68,"[('verify', 'compliance')]"
Radio Frequency Identification Device Specialists,"Train users in details of system operation.
Related occupations",67,"[('train', 'user')]"
Radio Frequency Identification Device Specialists,"Develop process flows, work instructions, or standard operating procedures for radio frequency identification device (RFID) systems.
Related occupations",67,[]
Radio Frequency Identification Device Specialists,"Read current literature, attend meetings or conferences, or talk with colleagues to stay abreast of industry research about new technologies.
Related occupations",67,"[('read', 'literature'), ('attend', 'meeting')]"
Radio Frequency Identification Device Specialists,"Document equipment or process details of radio frequency identification device (RFID) technology.
Related occupations",66,[]
