Occupation Name,Task Description,Importance,Verb-Noun Pairs,Meaningful Verb-Noun Pairs,Unmeaningful Verb-Noun Pairs
"Production, Planning, and Expediting Clerks","Record production data, including volume produced, consumption of raw materials, or quality control measures.
Related occupations",61,[],[],[]
Proofreaders and Copy Markers,"Read corrected copies or proofs to ensure that all corrections have been made.
Related occupations",90,[],[],[]
Proofreaders and Copy Markers,"Correct or record omissions, errors, or inconsistencies found.
Related occupations",89,[],[],[]
Proofreaders and Copy Markers,"Route proofs with marked corrections to authors, editors, typists, or typesetters for correction or reprinting.
Related occupations",84,[],[],[]
Proofreaders and Copy Markers,"Consult with authors and editors regarding manuscript changes and suggestions.
Related occupations",74,[],[],[]
"Property, Real Estate, and Community Association Managers","Direct collection of monthly assessments, rental fees, and deposits and payment of insurance premiums, mortgage, taxes, and incurred operating expenses.
Related occupations",86,[],[],[]
"Property, Real Estate, and Community Association Managers","Market vacant space to prospective tenants through leasing agents, advertising, or other methods.
Related occupations",80,[],[],[]
"Property, Real Estate, and Community Association Managers","Act as liaisons between on-site managers or tenants and owners.
Related occupations",77,[],[],[]
"Property, Real Estate, and Community Association Managers","Investigate complaints, disturbances, and violations and resolve problems, following management rules and regulations.
Related occupations",77,[],[],[]
"Property, Real Estate, and Community Association Managers","Confer with legal authorities to ensure that renting and advertising practices are not discriminatory and that properties comply with state and federal regulations.
Related occupations",65,[],[],[]
"Property, Real Estate, and Community Association Managers","Purchase building and maintenance supplies, equipment, or furniture.
Related occupations",56,[],[],[]
"Property, Real Estate, and Community Association Managers","Review rents to ensure that they are in line with rental markets.
Related occupations",87,[],[],[]
"Property, Real Estate, and Community Association Managers","Confer regularly with community association members to ensure their needs are being met.
Related occupations",75,[],[],[]
Prosthodontists,"Repair, reline, or rebase dentures.
Related occupations",84,"[('rebase', 'denture')]",[],"[('rebase', 'denture')]"
Psychiatric Aides,"Participate in recreational activities with patients, including card games, sports, or television viewing.
Related occupations",68,[],[],[]
Psychiatric Aides,"Interview patients upon admission and record information.
Related occupations",75,[],[],[]
Psychiatric Technicians,"Restrain violent, potentially violent, or suicidal patients by verbal or physical means as required.
Related occupations",87,[],[],[]
Psychiatric Technicians,"Observe and influence patients' behavior, communicating and interacting with them and teaching, counseling, or befriending them.
Related occupations",82,[],[],[]
Psychiatric Technicians,"Escort patients to medical appointments.
Related occupations",73,[],[],[]
Psychiatric Technicians,"Administer oral medications or hypodermic injections, following physician's prescriptions and hospital procedures.
Related occupations",90,[],[],[]
Psychiatrists,"Counsel outpatients or other patients during office visits.
Related occupations",83,[],[],[]
"Psychology Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.
Related occupations",83,[],[],[]
"Psychology Teachers, Postsecondary","Evaluate and grade students' class work, laboratory work, assignments, and papers.
Related occupations",83,[],[],[]
"Psychology Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.
Related occupations",75,[],[],[]
"Psychology Teachers, Postsecondary","Advise students on academic and vocational curricula and on career issues.
Related occupations",64,[],[],[]
"Psychology Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Related occupations",61,[],[],[]
"Psychology Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.
Related occupations",60,[],[],[]
"Psychology Teachers, Postsecondary","Supervise students' laboratory work.
Related occupations",78,[],[],[]
"Psychology Teachers, Postsecondary","Review books and journal articles for potential publication.
Related occupations",48,[],[],[]
"Psychology Teachers, Postsecondary","Compile bibliographies of specialized materials for outside reading assignments.
Related occupations",45,[],[],[]
"Psychology Teachers, Postsecondary","Act as advisers to student organizations.
Related occupations",42,[],[],[]
"Psychology Teachers, Postsecondary","Participate in campus and community events.
Related occupations",41,[],[],[]
Public Relations Specialists,"Coach client representatives in effective communication with the public or with employees.
Related occupations",79,[],[],[]
Public Safety Telecommunicators,"Determine response requirements and relative priorities of situations, and dispatch units in accordance with established procedures.
Related occupations",96,[],[],[]
Public Safety Telecommunicators,"Record details of calls, dispatches, and messages.
Related occupations",93,[],[],[]
Public Safety Telecommunicators,"Observe alarm registers and scan maps to determine whether a specific emergency is in the dispatch service area.
Related occupations",83,[],[],[]
"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Maintain and review computerized or manual records of purchased items, costs, deliveries, product performance, and inventories.
Related occupations",75,[],[],[]
Purchasing Managers,"Review purchase order claims and contracts for conformance to company policy.
Related occupations",80,[],[],[]
Purchasing Managers,"Prepare and process requisitions and purchase orders for supplies and equipment.
Related occupations",78,[],[],[]
Purchasing Managers,"Control purchasing department budgets.
Related occupations",78,[],[],[]
Purchasing Managers,"Participate in the development of specifications for equipment, products, or substitute materials.
Related occupations",75,[],[],[]
Purchasing Managers,"Prepare reports regarding market conditions and merchandise costs.
Related occupations",56,[],[],[]
Purchasing Managers,"Arrange for disposal of surplus materials.
Related occupations",53,[],[],[]
Quality Control Analysts,"Ensure that lab cleanliness and safety standards are maintained.
Related occupations",80,[],[],[]
Quality Control Analysts,"Identify and troubleshoot equipment problems.
Related occupations",79,[],[],[]
Quality Control Analysts,"Supply quality control data necessary for regulatory submissions.
Related occupations",69,[],[],[]
Quality Control Analysts,"Serve as a technical liaison between quality control and other departments, vendors, or contractors.
Related occupations",69,[],[],[]
Quality Control Analysts,"Participate in internal assessments and audits as required.
Related occupations",66,[],[],[]
Quality Control Analysts,"Coordinate testing with contract laboratories and vendors.
Related occupations",54,[],[],[]
Quality Control Systems Managers,"Oversee workers including supervisors, inspectors, or laboratory workers engaged in testing activities.
Related occupations",80,[],[],[]
Quality Control Systems Managers,"Direct product testing activities throughout production cycles.
Related occupations",79,[],[],[]
Quality Control Systems Managers,"Participate in the development of product specifications.
Related occupations",77,[],[],[]
Quality Control Systems Managers,"Document testing procedures, methodologies, or criteria.
Related occupations",70,[],[],[]
Radiation Therapists,"Position patients for treatment with accuracy, according to prescription.
Related occupations",97,[],[],[]
Radiation Therapists,"Review prescription, diagnosis, patient chart, and identification.
Related occupations",96,[],[],[]
Radiation Therapists,"Photograph treated area of patient and process film.
Related occupations",86,[],[],[]
Radiation Therapists,"Act as liaison with physicist and supportive care personnel.
Related occupations",86,[],[],[]
Radiation Therapists,"Schedule patients for treatment times.
Related occupations",79,[],[],[]
Radiation Therapists,"Assist in the preparation of sealed radioactive materials, such as cobalt, radium, cesium, or isotopes, for use in radiation treatments.
Related occupations",69,[],[],[]
Radio Frequency Identification Device Specialists,"Develop process flows, work instructions, or standard operating procedures for radio frequency identification device (RFID) systems.
Related occupations",67,[],[],[]
Radio Frequency Identification Device Specialists,"Document equipment or process details of radio frequency identification device (RFID) technology.
Related occupations",66,[],[],[]
Radio Frequency Identification Device Specialists,"Analyze radio frequency identification device (RFID)-related supply chain data.
Related occupations",57,[],[],[]
"Radio, Cellular, and Tower Equipment Installers and Repairers","Mount equipment on transmission towers and in vehicles such as ships or ambulances.
Related occupations",Not available,[],[],[]
Radiologic Technologists and Technicians,"Perform procedures, such as linear tomography, mammography, sonograms, joint and cyst aspirations, routine contrast studies, routine fluoroscopy, or examinations of the head, trunk, or extremities under supervision of physician.
Related occupations",91,[],[],[]
Radiologic Technologists and Technicians,"Transport patients to or from exam rooms.
Related occupations",84,[],[],[]
Radiologic Technologists and Technicians,"Coordinate work with clerical personnel or other technologists and technicians.
Related occupations",Not available,[],[],[]
Radiologists,"Confer with medical professionals regarding image-based diagnoses.
Related occupations",95,[],[],[]
Radiologists,"Participate in quality improvement activities including discussions of areas where risk of error is high.
Related occupations",79,[],[],[]
Radiologists,"Administer radioisotopes to clinical patients or research subjects.
Related occupations",Not available,[],[],[]
Radiologists,"Advise other physicians of the clinical indications, limitations, assessments, or risks of diagnostic and therapeutic applications of radioactive materials.
Related occupations",Not available,[],[],[]
Radiologists,"Direct nuclear medicine technologists or technicians regarding desired dosages, techniques, positions, and projections.
Related occupations",Not available,[],[],[]
Radiologists,"Formulate plans and procedures for nuclear medicine departments.
Related occupations",Not available,[],[],[]
Radiologists,"Prescribe radionuclides and dosages to be administered to individual patients.
Related occupations",Not available,[],[],[]
Radiologists,"Test dosage evaluation instruments and survey meters to ensure they are operating properly.
Related occupations",Not available,[],[],[]
Rail Car Repairers,"Record conditions of cars, and repair and maintenance work performed or to be performed.
Related occupations",81,[],[],[]
Rail Car Repairers,"Test units for operability before and after repairs.
Related occupations",74,[],[],[]
Rail Car Repairers,"Paint car exteriors, interiors, and fixtures.
Related occupations",58,[],[],[]
Rail Car Repairers,"Disassemble units such as water pumps, control valves, and compressors so that repairs can be made.
Related occupations",73,[],[],[]
Rail Car Repairers,"Repair car upholstery.
Related occupations",34,[],[],[]
"Rail Yard Engineers, Dinkey Operators, and Hostlers","Observe and respond to wayside and cab signals, including color light signals, position signals, torpedoes, flags, and hot box detectors.
Related occupations",91,[],[],[]
"Rail Yard Engineers, Dinkey Operators, and Hostlers","Couple and uncouple air hoses and electrical connections between cars.
Related occupations",87,[],[],[]
"Rail Yard Engineers, Dinkey Operators, and Hostlers","Receive, relay, and act upon instructions and inquiries from train operations and customer service center personnel.
Related occupations",83,[],[],[]
"Rail Yard Engineers, Dinkey Operators, and Hostlers","Spot cars for loading and unloading at customer locations.
Related occupations",80,[],[],[]
"Rail Yard Engineers, Dinkey Operators, and Hostlers","Report arrival and departure times, train delays, work order completion, and time on duty.
Related occupations",76,[],[],[]
"Rail Yard Engineers, Dinkey Operators, and Hostlers","Record numbers of cars available, numbers of cars sent to repair stations, and types of service needed.
Related occupations",71,[],[],[]
Rail-Track Laying and Maintenance Equipment Operators,"Weld sections of track together, such as switch points and frogs.
Related occupations",79,[],[],[]
Rail-Track Laying and Maintenance Equipment Operators,"Clean tracks or clear ice or snow from tracks or switch boxes.
Related occupations",73,[],[],[]
Rail-Track Laying and Maintenance Equipment Operators,"Clean, grade, or level ballast on railroad tracks.
Related occupations",71,[],[],[]
Rail-Track Laying and Maintenance Equipment Operators,"Paint railroad signs, such as speed limits or gate-crossing warnings.
Related occupations",61,[],[],[]
Rail-Track Laying and Maintenance Equipment Operators,"Spray ties, fishplates, or joints with oil to protect them from weathering.
Related occupations",55,[],[],[]
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Observe signals from other crew members so that work activities can be coordinated.
Related occupations",91,[],[],[]
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Check to see that trains are equipped with supplies such as fuel, water, and sand.
Related occupations",80,[],[],[]
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Refuel and lubricate engines.
Related occupations",79,[],[],[]
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Record numbers of cars available, numbers of cars sent to repair stations, and types of service needed.
Related occupations",67,[],[],[]
Railroad Conductors and Yardmasters,"Arrange for the removal of defective cars from trains at stations or stops.
Related occupations",79,[],[],[]
Railroad Conductors and Yardmasters,"Record departure and arrival times, messages, tickets and revenue collected, and passenger accommodations and destinations.
Related occupations",66,[],[],[]
Range Managers,"Plan and direct construction and maintenance of range improvements, such as fencing, corrals, stock-watering reservoirs, and soil-erosion control structures.
Related occupations",68,[],[],[]
Range Managers,"Tailor conservation plans to landowners' goals, such as livestock support, wildlife, or recreation.
Related occupations",66,[],[],[]
Range Managers,"Plan and implement revegetation of disturbed sites.
Related occupations",60,"[('implement', 'revegetation')]",[],"[('implement', 'revegetation')]"
Real Estate Brokers,"Sell, for a fee, real estate owned by others.
Related occupations",90,[],[],[]
Real Estate Brokers,"Act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.
Related occupations",85,[],[],[]
Real Estate Brokers,"Arrange for title searches of properties being sold.
Related occupations",64,[],[],[]
Real Estate Brokers,"Arrange for financing of property purchases.
Related occupations",67,[],[],[]
Real Estate Sales Agents,"Present purchase offers to sellers for consideration.
Related occupations",97,[],[],[]
Real Estate Sales Agents,"Act as an intermediary in negotiations between buyers and sellers, generally representing one or the other.
Related occupations",95,[],[],[]
Real Estate Sales Agents,"Generate lists of properties that are compatible with buyers' needs and financial resources.
Related occupations",93,[],[],[]
Real Estate Sales Agents,"Confer with escrow companies, lenders, home inspectors, and pest control operators to ensure that terms and conditions of purchase agreements are met before closing dates.
Related occupations",93,[],[],[]
Real Estate Sales Agents,"Promote sales of properties through advertisements, open houses, and participation in multiple listing services.
Related occupations",90,[],[],[]
Real Estate Sales Agents,"Contact previous clients for prospecting of referral business.
Related occupations",85,[],[],[]
Real Estate Sales Agents,"Answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.
Related occupations",83,[],[],[]
Real Estate Sales Agents,"Advise sellers on how to make homes more appealing to potential buyers.
Related occupations",81,[],[],[]
Real Estate Sales Agents,"Advise clients on market conditions, prices, mortgages, legal requirements, and related matters.
Related occupations",81,[],[],[]
Real Estate Sales Agents,"Accompany buyers during visits to and inspections of property, advising them on the suitability and value of the homes they are visiting.
Related occupations",75,[],[],[]
Real Estate Sales Agents,"Develop networks of attorneys, mortgage lenders, and contractors to whom clients may be referred.
Related occupations",69,[],[],[]
Real Estate Sales Agents,"Contact utility companies for service hookups to clients' property.
Related occupations",52,[],[],[]
Real Estate Sales Agents,"Solicit and compile listings of available rental properties.
Related occupations",50,[],[],[]
Real Estate Sales Agents,"Arrange meetings between buyers and sellers when details of transactions need to be negotiated.
Related occupations",45,[],[],[]
Real Estate Sales Agents,"Rent or lease properties on behalf of clients.
Related occupations",43,[],[],[]
Real Estate Sales Agents,"Secure construction or purchase financing with own firm or mortgage company.
Related occupations",39,[],[],[]
"Recreation and Fitness Studies Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.
Related occupations",91,[],[],[]
"Recreation and Fitness Studies Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.
Related occupations",89,[],[],[]
"Recreation and Fitness Studies Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.
Related occupations",86,[],[],[]
"Recreation and Fitness Studies Teachers, Postsecondary","Advise students on academic and vocational curricula and on career issues.
Related occupations",79,[],[],[]
"Recreation and Fitness Studies Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Related occupations",71,[],[],[]
"Recreation and Fitness Studies Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.
Related occupations",71,[],[],[]
"Recreation and Fitness Studies Teachers, Postsecondary","Compile bibliographies of specialized materials for outside reading assignments.
Related occupations",54,[],[],[]
"Recreation and Fitness Studies Teachers, Postsecondary","Participate in campus and community events.
Related occupations",51,[],[],[]
"Recreation and Fitness Studies Teachers, Postsecondary","Act as advisers to student organizations.
Related occupations",43,[],[],[]
Recreation Workers,"Direct special activities or events, such as aquatics, gymnastics, or performing arts.
Related occupations",75,[],[],[]
Recreation Workers,"Serve as liaison between park or recreation administrators and activity instructors.
Related occupations",76,[],[],[]
Recreation Workers,"Schedule maintenance and use of facilities.
Related occupations",75,[],[],[]
Recycling and Reclamation Workers,"Sort materials, such as metals, glass, wood, paper or plastics, into appropriate containers for recycling.
Related occupations",82,[],[],[]
Recycling and Reclamation Workers,"Collect and sort recyclable construction materials, such as concrete, drywall, plastics, or wood, into containers.
Related occupations",83,[],[],[]
Recycling and Reclamation Workers,"Deposit recoverable materials into chutes or place materials on conveyor belts.
Related occupations",79,[],[],[]
Recycling and Reclamation Workers,"Clean materials, such as metals, according to recycling requirements.
Related occupations",76,[],[],[]
Recycling and Reclamation Workers,"Record logs of recycled materials or waste chemicals removed from products.
Related occupations",73,[],[],[]
Recycling Coordinators,"Assign truck drivers or recycling technicians to routes.
Related occupations",78,[],[],[]
Recycling Coordinators,"Investigate violations of solid waste or recycling ordinances.
Related occupations",56,[],[],[]
Recycling Coordinators,"Design community solid and hazardous waste management programs.
Related occupations",52,[],[],[]
Refuse and Recyclable Material Collectors,"Communicate with dispatchers concerning delays, unsafe sites, accidents, equipment breakdowns, or other maintenance problems.
Related occupations",74,[],[],[]
Refuse and Recyclable Material Collectors,"Clean trucks or compactor bodies after routes have been completed.
Related occupations",65,[],[],[]
Registered Nurses,"Record patients' medical information and vital signs.
Related occupations",94,[],[],[]
Registered Nurses,"Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.
Related occupations",85,[],[],[]
Registered Nurses,"Administer local, inhalation, intravenous, or other anesthetics.
Related occupations",79,[],[],[]
Registered Nurses,"Provide or arrange for training or instruction of auxiliary personnel or students.
Related occupations",77,[],[],[]
Registered Nurses,"Consult with institutions or associations regarding issues or concerns relevant to the practice and profession of nursing.
Related occupations",71,[],[],[]
Registered Nurses,"Engage in research activities related to nursing.
Related occupations",61,[],[],[]
Regulatory Affairs Managers,"Represent organizations before domestic or international regulatory agencies on major policy matters or decisions regarding company products.
Related occupations",84,[],[],[]
Regulatory Affairs Managers,"Manage activities such as audits, regulatory agency inspections, or product recalls.
Related occupations",80,[],[],[]
Regulatory Affairs Managers,"Review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.
Related occupations",74,[],[],[]
Regulatory Affairs Managers,"Participate in the development or implementation of clinical trial protocols.
Related occupations",73,[],[],[]
Regulatory Affairs Managers,"Train staff in regulatory policies or procedures.
Related occupations",69,[],[],[]
Regulatory Affairs Managers,"Contribute to the development or implementation of business unit strategic and operating plans.
Related occupations",62,[],[],[]
Regulatory Affairs Specialists,"Coordinate efforts associated with the preparation of regulatory documents or submissions.
Related occupations",90,[],[],[]
Regulatory Affairs Specialists,"Coordinate recall or market withdrawal activities as necessary.
Related occupations",85,[],[],[]
Regulatory Affairs Specialists,"Advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.
Related occupations",84,[],[],[]
Regulatory Affairs Specialists,"Provide pre-, ongoing, and post-inspection follow-up assistance to governmental inspectors.
Related occupations",75,"[('provide', 'pre-')]",[],"[('provide', 'pre-')]"
Regulatory Affairs Specialists,"Participate in internal or external audits.
Related occupations",70,[],[],[]
Regulatory Affairs Specialists,"Determine requirements applying to treatment, storage, shipment, or disposal of potentially hazardous production-related waste.
Related occupations",58,[],[],[]
Regulatory Affairs Specialists,"Specialize in regulatory issues related to agriculture, such as the cultivation of green biotechnology crops or the post-market regulation of genetically altered crops.
Related occupations",36,[],[],[]
Regulatory Affairs Specialists,"Determine regulations or procedures related to the management, collection, reuse, recovery, or recycling of packaging waste.
Related occupations",32,[],[],[]
Rehabilitation Counselors,"Monitor and record clients' progress to ensure that goals and objectives are met.
Related occupations",82,[],[],[]
Rehabilitation Counselors,"Arrange for on-site job coaching or assistive devices, such as specially equipped wheelchairs, to help clients adapt to work or school environments.
Related occupations",75,[],[],[]
Reinforcing Iron and Rebar Workers,"Determine quantities, sizes, shapes, and locations of reinforcing rods from blueprints, sketches, or oral instructions.
Related occupations",84,[],[],[]
Reinforcing Iron and Rebar Workers,"Bend steel rods with hand tools or rod-bending machines and weld them with arc-welding equipment.
Related occupations",59,[],[],[]
Remote Sensing Scientists and Technologists,"Discuss project goals, equipment requirements, or methodologies with colleagues or team members.
Related occupations",79,[],[],[]
Remote Sensing Scientists and Technologists,"Train technicians in the use of remote sensing technology.
Related occupations",72,[],[],[]
Remote Sensing Scientists and Technologists,"Participate in fieldwork.
Related occupations",58,[],[],[]
Remote Sensing Scientists and Technologists,"Direct installation or testing of new remote sensing hardware or software.
Related occupations",54,[],[],[]
Remote Sensing Technicians,"Participate in the planning or development of mapping projects.
Related occupations",67,[],[],[]
Remote Sensing Technicians,"Correct raw data for errors due to factors such as skew or atmospheric variation.
Related occupations",77,[],[],[]
Remote Sensing Technicians,"Develop or maintain geospatial information databases.
Related occupations",71,[],[],[]
Reservation and Transportation Ticket Agents and Travel Clerks,"Trace lost, delayed, or misdirected baggage for customers.
Related occupations",95,[],[],[]
Reservation and Transportation Ticket Agents and Travel Clerks,"Answer inquiries regarding information, such as schedules, accommodations, procedures, or policies.
Related occupations",84,[],[],[]
Reservation and Transportation Ticket Agents and Travel Clerks,"Open or close information facilities.
Related occupations",81,[],[],[]
Residential Advisors,"Counsel students in the handling of issues such as family, financial, and educational problems.
Related occupations",69,[],[],[]
Residential Advisors,"Chaperone group-sponsored trips and social functions.
Related occupations",60,[],[],[]
Residential Advisors,"Order supplies for facilities.
Related occupations",57,[],[],[]
Residential Advisors,"Supervise students' housekeeping work to ensure that it is done properly.
Related occupations",69,[],[],[]
Residential Advisors,"Assign rooms to students.
Related occupations",64,[],[],[]
Residential Advisors,"Direct and participate in on- and off-campus recreational activities for residents of institutions, boarding schools, fraternities or sororities, children's homes, or similar establishments.
Related occupations",62,[],[],[]
Respiratory Therapists,"Relay blood analysis results to a physician.
Related occupations",91,[],[],[]
Respiratory Therapists,"Determine requirements for treatment, such as type, method and duration of therapy, precautions to be taken, or medication and dosages, compatible with physicians' orders.
Related occupations",89,[],[],[]
Respiratory Therapists,"Transport patients to the hospital or within the hospital.
Related occupations",76,[],[],[]
Retail Loss Prevention Specialists,"Investigate known or suspected internal theft, external theft, or vendor fraud.
Related occupations",92,[],[],[]
Retail Loss Prevention Specialists,"Apprehend shoplifters in accordance with guidelines.
Related occupations",88,[],[],[]
Retail Loss Prevention Specialists,"Testify in civil or criminal court proceedings.
Related occupations",82,[],[],[]
Retail Loss Prevention Specialists,"Train establishment personnel in loss prevention activities.
Related occupations",79,[],[],[]
Retail Loss Prevention Specialists,"Coordinate with risk management, human resources, or other departments to assist in company programs, investigations, or training.
Related occupations",77,[],[],[]
Retail Loss Prevention Specialists,"Respond to critical incidents, such as catastrophic events, violent weather, or civil disorders.
Related occupations",76,[],[],[]
Retail Loss Prevention Specialists,"Direct work of contract security officers or other loss prevention agents.
Related occupations",72,[],[],[]
Retail Salespersons,"Greet customers and ascertain what each customer wants or needs.
Related occupations",96,[],[],[]
Retail Salespersons,"Answer questions regarding the store and its merchandise.
Related occupations",88,[],[],[]
Retail Salespersons,"Clean shelves, counters, and tables.
Related occupations",68,[],[],[]
Retail Salespersons,"Estimate and quote trade-in allowances.
Related occupations",80,[],[],[]
Retail Salespersons,"Bag or package purchases and wrap gifts.
Related occupations",79,[],[],[]
Retail Salespersons,"Help customers try on or fit merchandise.
Related occupations",79,[],[],[]
Retail Salespersons,"Sell or arrange for delivery, insurance, financing, or service contracts for merchandise.
Related occupations",74,[],[],[]
Retail Salespersons,"Estimate quantity and cost of merchandise required, such as paint or floor covering.
Related occupations",69,[],[],[]
Retail Salespersons,"Estimate cost of repair or alteration of merchandise.
Related occupations",56,[],[],[]
Riggers,"Control movement of heavy equipment through narrow openings or confined spaces, using chainfalls, gin poles, gallows frames, and other equipment.
Related occupations",84,"[('use', 'chainfall')]",[],"[('use', 'chainfall')]"
Riggers,"Select gear, such as cables, pulleys, and winches, according to load weights and sizes, facilities, and work schedules.
Related occupations",81,[],[],[]
Riggers,"Align, level, and anchor machinery.
Related occupations",79,[],[],[]
Riggers,"Load machines onto trucks to prepare for transportation.
Related occupations",75,[],[],[]
Riggers,"Clean and dress machine surfaces and component parts.
Related occupations",62,[],[],[]
Robotics Engineers,"Debug robotics programs.
Related occupations",73,[],[],[]
Robotics Engineers,"Build, configure, or test robots or robotic applications.
Related occupations",72,[],[],[]
Robotics Engineers,"Create back-ups of robot programs or parameters.
Related occupations",71,"[('create', 'up')]",[],"[('create', 'up')]"
Robotics Engineers,"Design end-of-arm tooling.
Related occupations",70,[],[],[]
Robotics Engineers,"Design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.
Related occupations",70,[],[],[]
Robotics Engineers,"Supervise technologists, technicians, or other engineers.
Related occupations",69,[],[],[]
Robotics Engineers,"Integrate robotics with peripherals, such as welders, controllers, or other equipment.
Related occupations",67,"[('integrate', 'robotic')]",[],"[('integrate', 'robotic')]"
Robotics Engineers,"Document robotic application development, maintenance, or changes.
Related occupations",65,[],[],[]
Robotics Engineers,"Automate assays on laboratory robotics.
Related occupations",43,[],[],[]
Robotics Technicians,"Document robotics test procedures and results.
Related occupations",63,[],[],[]
Robotics Technicians,"Assist engineers in the design, configuration, or application of robotic systems.
Related occupations",63,[],[],[]
Robotics Technicians,"Program complex robotic systems, such as vision systems.
Related occupations",71,[],[],[]
"Rock Splitters, Quarry","Locate grain line patterns to determine how rocks will split when cut.
Related occupations",70,[],[],[]
"Rock Splitters, Quarry","Cut slabs of stone into sheets that will be used for floors or counters.
Related occupations",73,[],[],[]
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Set distance points between rolls, guides, meters, and stops, according to specifications.
Related occupations",79,[],[],[]
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Record mill production on schedule sheets.
Related occupations",70,[],[],[]
"Roof Bolters, Mining","Drill bolt holes into roofs at specified distances from ribs or adjacent bolts.
Related occupations",98,[],[],[]
"Roof Bolters, Mining","Dust rocks after bolting.
Related occupations",96,[],[],[]
Roofers,"Cement or nail flashing strips of metal or shingle over joints to make them watertight.
Related occupations",78,[],[],[]
"Rotary Drill Operators, Oil and Gas","Clean and oil pulleys, blocks, and cables.
Related occupations",76,[],[],[]
"Roustabouts, Oil and Gas","Lay gas and oil pipelines.
Related occupations",62,[],[],[]
"Roustabouts, Oil and Gas","Bolt together pump and engine parts.
Related occupations",59,[],[],[]
"Roustabouts, Oil and Gas","Clean trucks used in the fields.
Related occupations",57,[],[],[]
"Roustabouts, Oil and Gas","Clean up spilled oil by bailing it into barrels.
Related occupations",54,[],[],[]
"Roustabouts, Oil and Gas","Dig drainage ditches around wells and storage tanks.
Related occupations",50,[],[],[]
Sailors and Marine Oilers,"Tie barges together into tow units for tugboats to handle, inspecting barges periodically during voyages and disconnecting them when destinations are reached.
Related occupations",89,[],[],[]
Sailors and Marine Oilers,"Break out, rig, and stow cargo-handling gear, stationary rigging, or running gear.
Related occupations",76,[],[],[]
Sailors and Marine Oilers,"Lubricate machinery, equipment, or engine parts, such as gears, shafts, or bearings.
Related occupations",76,[],[],[]
Sailors and Marine Oilers,"Lower and man lifeboats when emergencies occur.
Related occupations",74,[],[],[]
Sailors and Marine Oilers,"Splice and repair ropes, wire cables, or cordage, using marlinespikes, wire cutters, twine, and hand tools.
Related occupations",68,"[('use', 'marlinespike')]",[],"[('use', 'marlinespike')]"
Sailors and Marine Oilers,"Load or unload materials, vehicles, or passengers from vessels.
Related occupations",64,[],[],[]
Sailors and Marine Oilers,"Paint or varnish decks, superstructures, lifeboats, or sides of ships.
Related occupations",60,[],[],[]
Sailors and Marine Oilers,"Record data in ships' logs, such as weather conditions or distances traveled.
Related occupations",63,[],[],[]
Sailors and Marine Oilers,"Clean and polish wood trim, brass, or other metal parts.
Related occupations",41,[],[],[]
Sailors and Marine Oilers,"Participate in shore patrols.
Related occupations",38,[],[],[]
Sales Engineers,"Develop, present, or respond to proposals for specific customer requirements, including request for proposal responses and industry-specific solutions.
Related occupations",90,[],[],[]
Sales Engineers,"Arrange for demonstrations or trial installations of equipment.
Related occupations",59,[],[],[]
Sales Engineers,"Train team members in the customer applications of technologies.
Related occupations",54,[],[],[]
Sales Engineers,"Diagnose problems with installed equipment.
Related occupations",64,[],[],[]
Sales Engineers,"Report to supervisors about prospective firms' credit ratings.
Related occupations",41,[],[],[]
Sales Managers,"Determine price schedules and discount rates.
Related occupations",65,[],[],[]
Sales Managers,"Direct foreign sales and service outlets of an organization.
Related occupations",54,[],[],[]
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Answer customers' questions about products, prices, availability, product uses, and credit terms.
Related occupations",84,[],[],[]
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Forward orders to manufacturers.
Related occupations",72,[],[],[]
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Arrange and direct delivery and installation of products and equipment.
Related occupations",66,[],[],[]
