Verb,Noun
determine,mode
drive,route
reduce,bending
detect,rate
process,instance
push,method
produce,water
extract,water
withstand,device
use,system
improve,productivity
make,method
drive,lane
replace,supply
simulate,service
manage,audio
skip,system
learn,method
learn,text
improve,healthcare
predict,autism
diagnose,autism
make,cartoon
input,information
use,model
clutch,transmission
restrict,attention
select,resource
order,portion
dispense,pack
have,module
measure,container
measure,apparatus
use,method
modify,document
use,intelligence
automate,specification
process,frame
use,chip
recommend,product
use,linkage
evaluate,amount
perform,validation
activate,module
generate,video
use,plurality
receive,signal
report,information
calculate,estimate
use,method
publish,method
batch,method
monitor,device
transmit,information
deactivate,device
control,pest
use,matrix
monitor,component
extinguish,system
comprise,valve
configure,unit
have,implementation
control,apparatus
manage,module
operate,device
determine,course
hit,system
code,system
have,system
intermediate,information
evaluate,training
learn,device
learn,method
drive,system
optimise,cost
have,compensation
learn,ability
perform,communication
compute,device
control,reliability
set,method
detect,region
track,method
resist,film
manufacture,device
complete,automation
ride,method
push,method
drive,method
transmit,signal
use,method
hire,robot
compute,component
perform,handover
manage,request
measure,channel
implement,vision
integrate,capability
perform,learning
have,unit
supplement,method
perform,task
realize,defense
generate,response
communicate,stage
receive,arrangement
space,method
adjust,mix
select,mode
facilitate,generation
encode,method
analyze,sample
verify,quality
reference,code
exchange,configuration
rectify,fault
operate,vehicle
use,device
solve,failure
receive,signal
process,utterance
handle,execution
diagnose,pneumoconiosis
drive,system
feed,device
use,metric
generate,video
transmit,unit
perform,transmission
transmit,unit
perform,procedure
transmit,report
perform,procedure
perform,protection
perform,measurement
use,delivery
transmit,unit
use,procedure
stick,problem
control,method
apply,configuration
perform,measurement
transmit,signal
receive,signal
comprise,converter
implement,process
perform,encoding
transmit,signal
report,platform
dry,system
use,convolution
pose,method
cut,system
generate,medium
learn,technique
circulate,system
control,system
label,device
resist,attack
steer,mechanism
perform,audio
determine,configuration
actuate,device
provide,integrity
drive,device
drive,method
use,datum
determine,information
develop,model
practise,method
operate,network
comprise,plurality
learn,program
manufacture,element
encode,report
provide,service
use,tachograph
transmit,unit
implement,control
learn,method
identify,object
use,knowledge
control,device
have,source
map,device
determine,characteristic
monitor,container
control,method
provide,information
fault,method
pour,device
alternate,supply
measure,method
measure,system
compute,device
generate,task
resist,film
gate,apparatus
gate,method
execute,campaign
generate,workflow
use,datum
treat,patient
impede,attack
quantify,discrepancy
receive,breathing
map,layer
make,steel
control,condition
determine,configuration
generate,pathway
analyze,feature
determine,power
adjust,method
associate,business
provide,service
secure,program
mask,noise
occur,molecule
detect,presence
detect,antibody
simulate,slice
have,stability
adjust,ratio
control,conditioner
use,photograph
receive,information
support,communication
calculate,method
simulate,flow
implement,monitoring
clone,sequence
use,enzyme
set,terminal
perform,calculation
play,music
recognize,input
use,repeater
stop,use
improve,management
contain,atom
mediate,process
contain,atom
incorporate,retrieval
incorporate,system
apply,rule
aid,analysis
perform,manipulation
use,system
base,system
create,application
provide,commercial
use,reaction
perform,translation
monitor,hybridization
use,agent
integrate,access
maintain,software
employ,illumination
control,operation
debug,program
use,feed
use,configuration
manage,network
utilize,element
delay,optimization
manage,group
perform,action
manage,system
call,distributor
perform,operation
use,control
provide,notification
use,measure
implement,analysis
treat,water
generate,mosaic
effect,population
manipulate,testimony
speak,word
optimize,plant
model,process
influence,communication
contain,modifier
control,equipment
automate,development
convert,image
use,intelligence
determine,level
have,unit
employ,position
use,network
sense,torque
contain,device
comprise,catalyst
generate,net
execute,method
time,methodology
monitor,appliance
solve,problem
use,function
incorporate,system
incorporate,system
use,control
use,line
maintain,facility
control,light
solve,problem
distribute,information
have,detector
handle,complaint
execute,loop
maintain,facility
apply,tracing
modulate,beam
operate,network
prevent,generation
monitor,person
require,care
monitor,person
require,care
incorporate,system
modify,analog
use,library
analyze,image
identify,defect
solve,problem
use,architecture
alter,operation
monitor,person
require,assistance
detect,specie
convert,configuration
comprise,controller
incorporate,learning
measure,package
convert,device
store,program
store,program
identify,package
flush,syringe
support,request
track,object
determine,position
determine,chemical
modulate,expression
replace,section
use,model
plan,supply
plan,supply
have,sensor
recognize,speech
use,model
shake,device
control,vehicle
refine,command
use,tracing
modulate,beam
shift,system
route,communication
improve,efficiency
prioritize,message
have,device
resolve,conflict
push,system
maximize,recovery
provide,function
partition,model
model,system
provide,service
assay,method
detect,protein
train,behavior
develop,intelligence
use,analysis
base,system
edit,apparatus
improve,accuracy
report,method
monitor,rejection
generate,automation
alter,frame
use,eeg
use,intelligence
cash,system
provide,discovery
use,intelligence
recover,datum
regenerate,clock
use,design
monitor,ischemia
run,system
provide,processing
use,feedback
leverage,analysis
hold,cell
update,view
devise,proof
register,file
select,service
produce,composition
use,imaging
control,allocation
vary,level
configure,environment
assess,condition
assess,condition
produce,library
monitor,parameter
use,programming
control,access
determine,topology
simulate,system
have,activity
estimate,signal
comprise,programming
employ,method
form,pattern
use,network
use,iv
sample,detection
use,control
bundle,article
obscure,code
distribute,content
sequence,apparatus
rank,answer
frank,matter
produce,design
correlate,plurality
analyze,flow
extract,information
soften,composition
comprise,composition
comprise,filter
align,image
create,file
make,string
desire,characteristic
minimize,dynamic
facilitate,use
construct,system
generate,link
utilize,datum
use,grating
base,workstation
predict,outcome
control,device
supervise,plurality
polish,substrate
have,function
base,co
base,analysis
validate,bill
blend,image
identify,information
identify,query
identify,information
treat,disorder
provide,analysis
use,agent
create,index
provide,relief
configure,relationship
secure,system
identify,concept
aid,system
generate,architecture
manufacture,cigarette
propagate,enrichment
allocate,system
employ,computer
synchronize,turbine
have,capability
determine,frequency
analyze,matrix
detect,emotion
enter,order
chart,intervention
support,catalyst
assemble,database
provide,interface
distribute,processing
use,context
facilitate,transaction
use,probe
predict,onset
control,antenna
comprise,plurality
analyze,device
use,criterion
determine,weight
soften,composition
generate,thesaurus
locate,object
time,apparatus
use,lan
obtain,datum
decouple,system
estimate,datum
say,method
have,function
use,signal
propagate,filter
control,access
display,portion
teach,orientation
stabilize,automobile
provide,user
produce,video
generate,model
evolve,program
purge,passage
teach,position
correct,device
use,community
support,environment
treat,patient
assess,condition
present,apparatus
control,appliance
facilitate,transaction
treat,tissue
track,object
estimate,consumption
use,pointer
select,gateway
use,hydrogel
use,pointer
allocate,supply
use,cell
discover,pattern
solve,problem
find,composition
recognize,motion
support,architecture
conduct,exchange
verify,correctness
use,network
use,document
segment,system
employ,division
enable,interface
utilize,annotation
facilitate,retrieval
locate,pattern
use,filter
optimize,transition
generate,plurality
employ,level
activate,tag
distribute,template
use,simulation
provide,access
sequence,plant
use,library
use,primitive
create,icon
use,library
use,primitive
create,icon
track,method
obtain,preference
provide,recommendation
generate,model
use,sampling
detect,variation
determine,glucose
assess,function
solve,problem
create,plan
use,bi
use,graph
arrange,window
restrict,use
provide,notification
change,condition
generate,image
use,reconstruction
use,station
have,end
have,insulation
treat,end
give,coating
shape,object
manage,procedure
use,decomposition
process,protection
monitor,flow
develop,system
implement,system
perform,execution
identify,pathogen
determine,position
diagnose,machine
perform,assay
use,apparatus
use,dna
control,design
share,configuration
provide,modification
select,record
employ,tag
determine,set
compose,finder
estimate,time
use,response
detect,cancer
use,vibration
perform,analysis
have,activity
use,architecture
call,system
contain,mixture
determine,topology
use,vibration
improve,speech
produce,image
use,beam
prioritize,repair
talk,method
use,profile
cast,steel
convey,information
facilitate,management
generate,protein
configure,device
assist,service
feature,analysis
arrange,shipment
control,allocation
have,message
improve,recognition
encode,method
charge,device
sequence,method
access,datum
use,process
generate,registration
manage,database
execute,plan
operate,machinery
allow,control
integrate,information
treat,cancer
use,antibody
use,technique
measure,part
base,detection
utilize,processor
map,matrix
base,detection
use,learning
adjust,allocation
calculate,reward
use,reward
determine,action
control,pump
present,information
diagnose,cancer
use,antibody
diagnose,method
manufacture,box
use,network
identify,chemical
use,computing
derive,pressure
result,register
analyze,system
maintain,base
use,reagent
use,parameter
switch,mechanism
monitor,risk
move,object
utilize,system
use,layer
base,control
have,mean
minimize,cost
train,model
have,label
remove,cell
report,information
determine,preference
analyze,acid
use,mixture
identify,compound
sequence,sequence
determine,order
improve,efficiency
improve,service
use,architecture
engineer,performance
support,in
enforce,policy
have,system
integrate,monitoring
select,article
present,article
track,location
use,language
establish,link
use,sensing
adjust,component
perform,activity
analyze,composition
measure,apparatus
eliminate,multiplex
use,datum
support,system
use,segmentation
use,system
conduct,transaction
create,document
perform,assay
locate,impact
cost,system
prevent,attack
use,agent
have,access
promote,characteristic
comprise,mean
test,device
facilitate,retrieval
learn,apparatus
learn,apparatus
treat,disorder
have,program
mimic,conversation
use,image
ameliorate,atherosclerosis
accept,variety
dispense,deposit
accept,system
analyze,frame
model,correlation
have,function
adjust,exposure
manage,risk
assay,activity
perform,amplification
use,heating
cool,step
use,detector
generate,file
object,system
test,address
generate,image
transform,datum
use,gap
use,reaction
fabricate,module
hear,aid
perform,assay
assess,quality
monitor,compensation
use,sensor
produce,part
use,representation
eradicate,contaminant
control,behavior
adapt,control
drive,machine
use,iii
mitigate,event
provide,communication
use,primitive
scatter,system
promote,stem
improve,method
adjust,parameter
manage,datum
perform,transaction
test,system
use,amplification
fault,tolerance
use,server
fingerprint,strain
use,amplification
evaluate,property
inhibit,development
learn,agent
maintain,system
detect,cell
have,change
monitor,process
sway,method
administer,system
have,locator
shift,control
detect,device
have,detection
reverse,diversity
assay,system
utilize,particle
employ,pressure
delineate,object
change,quality
secure,communication
treat,fibrillation
use,molecule
discriminate,hybrid
operate,thermostat
have,changeover
distribute,system
use,device
create,command
generate,schedule
recognize,glycoprotein
time,method
place,circuitry
operate,checker
use,transfer
shuffle,card
match,size
comprise,element
transmit,control
incorporate,reflector
prepare,assembly
have,sensor
have,element
use,recognition
check,imprint
control,method
screen,diversity
maintain,equipment
place,order
inform,model
flow,enclosure
process,surface
determine,parameter
use,model
measure,characteristic
identify,pathway
integrate,design
provide,estimate
employ,distribution
pump,cassette
flow,method
comprise,carrier
humanize,antibody
help,driver
light,projector
use,primer
exchange,datum
service,request
detect,sequence
have,compartment
release,object
face,method
face,apparatus
use,correspondence
establish,origin
satisfy,prescription
contain,oil
generate,motion
generate,system
monitor,noise
process,information
exchange,message
use,object
prevent,disease
deliver,schedule
determine,schedule
integrate,extraction
warn,device
bake,machine
contain,composition
perform,instrument
monitor,event
gesture,synthesizer
encode,protein
determine,hybridisation
distribute,methodology
implement,protection
generate,presentation
move,layer
evaluate,risk
charge,system
position,bed
classify,document
modulate,level
detect,atherosclerosis
inhibit,resorption
aid,method
synthesize,program
collect,component
perform,treatment
use,pattern
obtain,document
verify,transaction
operate,computer
produce,body
object,facility
include,facility
provide,transfer
hold,terminal
have,element
route,call
regulate,flow
use,agent
account,system
diagnose,predisposition
assign,criterion
have,control
minimize,transducer
recognize,segment
detect,sequence
comprise,polymer
disperse,agent
control,cutting
use,conductance
control,door
contain,polymer
evolve,function
use,encoding
control,process
draft,document
use,table
substitute,activator
determine,sequence
inform,information
measure,system
merge,image
use,tone
reverse,pattern
test,process
determine,status
use,radar
present,device
present,method
convert,schema
produce,medicament
provide,stabilization
perform,procedure
utilize,filter
contain,antioxidant
provide,service
use,conversation
contain,surfactant
perform,function
recognize,phoneme
use,plurality
recognize,method
comprise,pattern
separate,cell
slide,engagement
operate,plant
encode,receptor
record,information
reproduce,device
support,line
diagnose,fibrosis
adapt,block
use,system
prevent,malfunction
use,technique
comprise,bacteria
have,phenotype
use,discrimination
prepare,tablet
use,algorithm
detect,peak
sketch,processing
transmit,system
base,composition
measure,electrolyte
use,apparatus
comprise,device
dry,dish
comprise,activator
conduct,assay
use,radiation
debrief,system
carry,program
identify,pattern
have,specificity
mix,machine
enable,service
manage,information
answer,service
determine,profitability
modify,splicing
use,phase
orient,flight
determine,presence
check,device
actuate,mechanism
have,line
receive,apparatus
scribe,board
develop,model
determine,workload
protect,peptide
provide,incentive
call,method
create,representation
hydrolyze,peptide
use,structure
allocate,resource
evaluate,lithology
evaluate,risk
predict,reservoir
monitor,limit
sequence,vector
produce,label
obtain,information
configure,module
aid,hearing
promote,wakefulness
analyze,model
match,object
interpret,datum
control,computer
insert,mechanism
create,text
contain,salt
sequence,array
minimize,assertion
use,processing
provide,discovery
use,analysis
detect,statement
recover,datum
effect,level
clean,cylinder
package,product
drill,hole
store,listing
build,application
generate,profile
store,template
identify,pattern
increase,activity
lower,level
identify,compound
provide,party
cross,device
communicate,datum
use,characteristic
match,color
use,tetracycline
determine,performance
treat,infection
control,motion
have,impedance
use,alloy
determine,glossiness
enter,requirement
authenticate,document
detect,component
infer,description
lift,device
promote,understanding
use,abstract
gesture,synthesizer
assess,cancer
use,datum
maintain,channel
find,horizon
coat,surface
coat,composition
use,detector
protect,building
reverse,transition
encode,polypeptide
time,circuit
control,speed
trail,vehicle
have,circuit
allow,access
use,technique
base,composition
inspect,material
assist,system
use,intelligence
use,apparatus
guide,allocation
protect,pig
analyze,image
use,distance
improve,durability
detect,train
approach,crossing
produce,acid
issue,authority
issue,time
contain,polymer
determine,factor
mark,method
make,adjustment
comprise,apparatus
contain,amide
model,behavior
drive,method
represent,information
locate,fault
position,antenna
identify,fact
inspect,package
control,system
use,transducer
test,system
provide,protection
employ,programming
hear,aid
contain,acid
improve,accuracy
have,capability
test,integrity
perform,calibration
determine,topology
enhance,system
use,frequency
determine,loop
use,system
operate,line
equalize,amplifier
produce,coating
maintain,facility
treat,article
characterise,polypeptide
analyze,arrangement
analyze,molecule
size,technique
have,function
fault,system
determine,topology
use,network
enable,operation
measure,package
scan,attack
modulate,control
improve,performance
develop,reflex
disperse,particle
have,film
determine,factor
produce,copy
generate,program
have,portion
teach,method
construct,model
identify,microorganism
seal,bag
have,strip
make,metal
make,rod
rinse,fabric
confer,property
fuse,signal
have,dissolution
provide,service
have,register
determine,effectiveness
sense,arrival
decode,receiver
control,device
comprise,splitter
employ,design
fold,assembly
isolate,dna
maintain,facility
represent,region
use,model
measure,dimension
design,system
have,function
modify,model
test,eye
set,parameter
receive,datum
tune,parameter
facilitate,use
shift,apparatus
control,system
monitor,consciousness
call,method
vary,length
detect,method
detect,outlier
calculate,apparatus
process,semiconductor
plant,tissue
achieve,state
determine,structure
incorporate,model
utilize,network
use,vector
ameliorate,atherosclerosis
improve,accuracy
shift,method
empty,container
provide,coverage
use,antenna
determine,hematocrit
route,information
increase,level
improve,functionality
prevent,disorder
determine,position
use,satellite
process,halide
facilitate,circuit
use,resource
set,device
polish,polymer
implement,agent
facilitate,accuracy
perform,arthroplasty
design,implant
evaluate,fit
synthesise,system
maximize,effectiveness
retrieve,knowledge
use,code
read,device
optimize,training
prepare,composition
solder,state
use,primer
use,machine
scan,system
manufacture,circuit
have,format
control,gain
indicate,tendency
prepare,compound
port,application
use,combination
have,function
identify,egg
screen,substance
modulate,effect
work,path
resolve,conflict
control,distribution
generate,image
integrate,datum
have,site
use,intelligence
use,modulation
use,enzyme
encode,method
enhance,image
switch,station
use,enzyme
control,device
determine,configuration
correct,error
identify,area
contain,GENE
produce,semiconductor
transmit,datum
have,activity
manufacture,device
gain,adjustment
facilitate,delivery
cleanse,composition
comprise,polymer
integrate,system
bend,system
employ,division
use,feature
identify,pattern
create,program
carry,method
measure,package
play,application
add,service
produce,element
measure,density
type,v
generate,schedule
light,device
clean,purpose
plan,transmission
treat,surface
encode,polymerase
utilize,information
have,capability
prepare,plan
scan,wafer
adjust,parameter
produce,antibody
determine,degree
analyze,behavior
associate,device
associate,method
use,cell
target,tracking
steer,vehicle
manufacture,method
control,system
operate,system
receive,device
group,component
support,method
use,intelligence
generate,torque
control,machine
drive,tunnel
prevent,condensation
use,table
adjust,device
implement,system
utilize,information
manage,system
shift,gear
shift,gear
rule,creation
have,system
create,model
mark,device
produce,information
detect,torque
select,element
operate,network
contain,enzyme
have,property
evaluate,emission
call,forwarding
transfer,control
monitor,state
prepare,liposome
prepare,method
increase,homogeneity
use,time
develop,program
simulate,intelligence
use,dialog
perform,computation
communicate,information
monitor,device
perform,processing
polish,substrate
target,peptide
use,composition
use,analysis
employ,algorithm
determine,concentration
determine,deceleration
generate,identifier
detect,datum
unlock,fastener
employ,datum
provide,service
measure,angle
treat,cell
detect,failure
scan,apparatus
manufacture,plate
partition,net
use,process
provide,capture
have,information
enhance,share
modify,signal
utilize,telephone
base,composition
utilize,processor
detect,pathogen
control,steering
pick,system
utilize,filter
use,model
provide,callback
assess,information
contain,peroxide
use,service
stop,system
contain,atom
test,device
comprise,protection
process,apparatus
integrate,system
use,network
position,vehicle
extract,object
use,map
comprise,cobalt
predict,presence
access,parameter
use,parameter
process,datum
prepare,particle
employ,technology
employ,computer
synchronize,turbine
have,mean
convey,material
drill,rig
run,string
estimate,speed
refract,eye
modulate,agent
switch,system
distribute,capability
author,tool
prepare,emulsion
clutch,device
clutch,method
produce,motion
transfer,datum
find,rule
generate,profile
convey,item
achieve,support
learn,methodology
improve,accuracy
use,intelligence
effect,function
assess,sheet
turn,coordination
bend,workpiece
track,object
generate,procedure
extract,information
use,detection
output,datum
analyze,datum
use,extension
deliver,chemical
detect,cavity
have,apparatus
control,processor
have,section
identify,target
use,spectrometry
object,touchdown
detect,hybridization
detect,position
convey,material
unload,semitrailer
select,format
control,load
cover,sheet
form,coating
extract,feature
push,source
use,tone
generate,information
overcome,resistance
predict,occurrence
use,matrix
pour,apparatus
inhibit,growth
detect,event
use,network
gain,circuit
estimate,intention
express,receptor
spray,process
recover,meat
produce,image
type,mean
copy,machine
have,mode
identify,object
control,polymerization
have,site
have,portion
monitor,condition
combine,system
minimize,degradation
control,system
detect,position
use,sensing
stabilize,stall
wake,apparatus
dispense,money
inspect,lead
print,board
reveal,antibody
use,image
generate,database
identify,marker
stabilize,voltage
find,value
reduce,risk
operate,apparatus
emit,device
load,magazine
adjust,system
optimize,array
bound,check
isolate,pest
acquire,target
detect,molecule
contain,mismatch
detect,contamination
create,workspace
instal,part
initiate,analysis
close,flap
determine,distance
ground,error
track,adjustment
use,sum
operate,device
carry,method
use,processing
combine,procedure
employ,probe
set,color
distribute,control
distribute,switchboard
control,component
have,driver
identify,sub
identify,grid
improve,detection
wind,fiber
scan,datum
control,output
prepare,analysis
release,system
transmit,echo
identify,compound
control,system
control,buffer
rotate,body
change,pigment
order,space
represent,shape
measure,dimension
control,pump
improve,tone
treat,condition
control,gear
detect,flaw
contain,complex
make,temp
inspect,workpiece
reproduce,device
determine,position
temper,composition
contain,fat
initiate,system
treat,fabric
handle,fluid
detect,class
optimise,performance
identify,mutation
detect,fire
determine,origin
base,detection
stabilize,device
have,infection
assure,document
interconnect,control
signal,scheme
control,device
detect,device
present,feedback
assay,activity
use,reasoning
group,node
evaluate,acid
implement,interaction
analyze,mixture
couple,chromatography
process,resin
have,function
rework,surface
carry,process
monitor,performance
screen,acid
create,machine
create,machine
create,method
resolve,conflict
remove,material
have,mechanism
find,information
use,learning
build,image
roll,webs
use,sensor
set,orifice
set,testing
collect,method
provide,device
create,information
realize,information
provide,device
comprise,agent
use,packer
reduce,volume
wind,web
produce,polyester
produce,factor
encode,sequence
pump,diagnosis
use,technique
form,composite
generate,path
avoid,zone
distribute,processing
contain,bar
detect,cause
have,element
optimize,control
generate,content
wave,apparatus
calculate,component
reverse,target
measure,end
limit,pressure
receive,device
detect,virus
detect,virus
modify,concentrate
have,function
use,profile
compensate,conductor
measure,current
handle,member
implement,arrangement
deliver,apparatus
polarize,method
determine,thickness
copy,machine
assist,assay
have,mechanism
introduce,bubble
use,device
use,boundary
correct,datum
correct,datum
have,capture
decode,functionality
provide,service
express,gene
optimize,training
have,electrode
identify,nature
predict,outcome
recycle,batch
record,signal
allow,reproduction
plan,method
provide,feedback
produce,pain
produce,lens
control,component
generate,language
make,web
update,method
produce,image
lay,machine
dry,web
determine,measurement
utilize,imaging
say,toxin
say,toxin
aid,tuning
summarize,information
use,intelligence
maintain,synchronization
maintain,synchronization
drive,device
prepare,solution
plan,solution
perform,method
operate,device
limit,spectrum
broadcast,message
have,point
adjust,pecker
control,energy
reach,level
distinguish,area
use,filter
have,function
prevent,burglary
detect,method
set,method
carry,interaction
deploy,application
recognize,intention
fill,method
exhaust,pressure
edge,method
consider,mode
synthesize,audio
analyse,swing
content,system
call,method
compute,device
remove,fault
monitor,flow
operate,system
answer,method
detect,fastener
use,process
increase,efficiency
process,alert
use,slice
use,processing
have,device
assist,vehicle
share,platform
object,method
object,device
object,method
object,device
object,equipment
meter,system
inspect,fabric
drive,method
curve,generation
detect,datum
record,medium
effect,system
stabilize,device
measure,method
detect,movement
remove,content
facilitate,validation
fault,device
detect,system
have,adapter
evaluate,positioning
compile,system
wash,robot
monitor,apparatus
handle,container
weed,robot
provide,service
provide,service
provide,asset
detect,risk
route,command
control,consumption
share,method
provide,content
judge,system
update,method
check,usability
use,oscillator
use,technology
commission,effect
transmit,information
manage,timer
process,air
render,technique
use,sensor
comprise,control
smelt,system
develop,kind
provide,service
use,datum
optimize,technique
control,sugar
generate,architecture
drive,method
establish,method
analyze,behavior
assist,institution
smolder,carbon
predict,response
implement,analyzer
initiate,timer
analyze,method
realize,processing
determine,parameter
protect,privacy
identify,characteristic
use,model
mix,arrangement
use,method
use,model
manage,load
manage,load
use,networks
utilize,modeling
induce,system
analyze,feedback
use,network
detect,defect
establish,library
copy,machine
align,method
use,intelligence
provide,internet
provide,internet
automate,processing
have,engine
use,intelligence
detect,anomaly
remove,impurity
provide,recognition
improve,efficiency
realize,service
improve,efficiency
monitor,device
learn,system
monetize,referral
drive,mechanism
drive,method
adjust,clutch
profile,method
stack,network
compute,cluster
convert,coordinate
use,camera
spray,device
learn,verification
use,input
perform,operation
track,device
extend,time
perform,operation
select,resource
start,timer
detect,method
use,manner
perform,detection
realize,goal
determine,volume
use,network
empower,modulation
use,datum
charge,pile
warn,system
set,output
assist,pilot
taxi,aircraft
replace,method
predict,compatibility
change,method
calculate,point
blow,completion
charge,method
use,driving
sense,scene
use,label
manage,datum
steer,station
evaluate,behavior
measure,device
generate,code
use,intelligence
generate,code
use,intelligence
generate,code
use,intelligence
facilitate,interaction
provide,datum
perform,method
repair,streetlight
provide,content
collect,batch
predict,distribution
learn,method
generate,prediction
train,system
model,platform
initiate,workflow
provide,intelligence
learn,service
use,quotient
manage,livestock
generate,model
monitor,system
compress,network
trigger,communication
use,datum
build,platform
break,rule
configure,resource
actuate,mechanism
improve,trust
mesh,appearance
use,control
provide,method
use,internet
infer,lane
train,model
use,intelligence
build,system
mitigate,risk
design,control
have,stability
monitor,performance
assay,sample
receive,plurality
transmit,signal
receive,plurality
message,segmentation
predict,input
monitor,system
drill,platform
live,visualization
provide,system
provide,method
draw,identification
control,camera
remove,function
learn,fingerprint
measure,traversal
execute,method
detect,change
update,map
acquire,information
learn,abstraction
manage,security
perform,communication
conduct,transaction
control,direction
provide,storage
manage,permission
process,operation
pivot,trap
optimize,architecture
idle,system
develop,kind
bear,system
rebroadcast,method
transmit,unit
monitor,datum
control,antenna
determine,number
use,consumption
examine,system
employ,code
display,functionality
carry,analysis
carry,procedure
operate,installation
lift,control
use,network
ensure,integrity
copy,machine
evaluate,performance
have,plurality
control,error
sense,position
switch,transmission
reverse,group
apply,method
discharge,sheet
control,train
comprise,clutch
configure,system
handle,load
answer,method
improve,function
signal,device
analyze,texture
control,quality
diagnose,dementia
display,screen
share,information
provide,device
close,testing
attach,system
transmit,information
receive,information
manage,exchange
monitor,module
monitor,module
perform,maneuver
operate,vehicle
control,shear
make,machine
coordinate,operation
thrust,piece
disarm,mechanism
correct,method
use,spectrometer
make,mixture
route,method
train,intelligence
manage,pool
measure,experience
use,index
perform,communication
move,wheel
have,generator
schedule,resource
schedule,resource
support,connectivity
track,system
manage,model
inspect,seam
receive,information
exchange,message
mask,device
carry,procedure
use,learning
optimize,fulfillment
start,device
transmit,unit
process,utterance
process,method
recognise,sign
support,examination
follow,vehicle
detect,activity
generate,file
learn,method
analyse,fluid
provide,service
produce,command
sense,device
manufacture,device
ticket,selector
use,feedback
cut,machine
provide,service
use,feedback
dock,mechanism
correct,error
form,break
prevent,ignition
reduce,production
use,routine
classify,object
guard,symbol
consider,mode
identify,solution
utilize,intelligence
use,ensemble
bag,model
transfer,information
manage,inventory
detect,presence
adjust,attribution
select,material
build,system
build,system
build,system
build,system
manage,quality
utilize,interface
generate,alarm
distribute,control
determine,number
monitor,condition
use,network
monitor,device
identify,behavior
predict,duty
use,analysis
use,radiation
generate,map
direct,ratio
select,range
receive,channel
acquire,parameter
learn,system
generate,network
identify,cow
enhance,collaboration
position,method
network,intelligence
operate,device
enhance,supervision
receive,information
provide,service
prioritize,collection
upload,datum
determine,application
control,device
use,intelligence
detect,debris
card,method
generate,artifact
use,intelligence
charge,pile
charge,system
monitor,task
lift,equipment
assist,individual
access,examination
compare,behavior
identify,risk
debug,system
design,cocktail
support,access
support,service
combine,processing
maintain,integrity
manage,datum
screen,system
extract,circuit
reconstruct,parameter
provide,service
time,system
use,action
join,method
treat,cube
receive,datum
receive,datum
adjust,deviation
measure,distance
measure,device
perform,authorization
use,device
ventilate,plant
have,layer
measure,flatness
determine,time
restore,power
use,light
decide,method
switch,charger
determine,strategy
control,system
manage,network
contact,structure
amplify,sequence
gain,access
manage,user
reduce,rate
control,oscillator
determine,property
access,service
update,information
use,information
configure,card
facilitate,processing
employ,pressure
develop,intelligence
educate,robot
automate,detection
improve,stability
improve,property
compost,material
use,technique
have,bearing
lubricate,reservoir
implement,method
target,screen
generate,image
identify,barrel
say,device
select,seal
detect,virus
link,moiety
use,sensitizer
clean,device
say,method
drive,device
produce,powder
control,operation
use,peptide
generate,instance
change,apparatus
coat,wafer
diagnose,disease
diagnose,disease
treat,disorder
donate,molecule
form,material
predict,likelihood
use,indicator
execute,program
modify,additive
prevent,failure
produce,software
take,measure
modify,deceleration
modify,deceleration
assist,driver
perform,maneuver
aggregate,control
pour,analogue
parse,system
parse,language
control,device
determine,intent
use,processing
train,system
use,method
create,grammar
visualize,sentiment
adapt,datum
process,text
start,device
use,translation
facilitate,communication
facilitate,communication
build,application
use,record
contain,code
use,learning
provide,service
use,translation
automate,dialog
leverage,content
learn,processing
integrate,knowledge
utilize,processing
improve,processing
stop,augmentation
use,vocabulary
use,act
use,processing
improve,understanding
embed,information
use,processing
answer,question
convert,contract
use,processing
drive,resolution
use,circuit
process,language
provide,part
represent,content
detect,script
use,processing
search,database
parse,datum
identify,ingredient
use,system
diagnose,problem
use,processing
embed,mail
use,system
use,processing
control,color
use,processing
use,processing
customize,interface
build,system
block,chain
use,processing
use,processing
identify,category
use,distillation
extract,graph
provide,signal
provide,content
learn,generation
use,technique
determine,category
use,processing
process,interaction
use,technique
predict,request
assign,processing
voice,understanding
perform,search
use,understanding
provide,interaction
apply,processing
infer,result
use,augmentation
create,model
improve,construction
understand,system
provide,dialogue
base,system
use,processing
use,knowledge
determine,domain
provide,response
drive,detection
answer,system
use,learning
replace,word
provide,intelligence
use,query
identify,language
identify,text
navigate,node
use,understanding
analyze,utterance
utilize,template
determine,domain
determine,understanding
determine,recommendation
train,system
generate,description
convey,example
trend,entity
use,grammar
use,interface
process,speech
use,analysis
display,information
learn,representation
understand,system
generate,database
process,query
use,classifier
use,datum
utilize,model
determine,event
learn,technique
process,language
process,utterance
formulate,response
display,text
display,operation
match,intent
reduce,latency
operate,network
learn,training
provide,response
augment,datum
use,context
process,utterance
process,method
process,utterance
use,service
infer,intent
use,classification
process,input
process,input
understand,method
use,network
have,method
correct,error
reduce,processing
discover,relationship
analyze,sentiment
plan,conversation
use,input
use,understanding
use,network
classify,document
disambiguate,request
access,call
access,functionality
provide,interface
end,call
update,language
understand,model
generate,priority
control,vehicle
use,assistant
have,disambiguation
maintain,privacy
optimize,resource
perform,aggregation
maintain,privacy
optimize,decision
use,feedback
provide,service
customize,suggestion
use,information
provide,status
